a	vocal baja central.
wipha!	interj. Signo de regocijo, en que se echa pétalos de flores o mixtura en carnavales o en alguna fiesta.
wiphala	<span foreground="#228B22">sustantivo.</span> Símbolo andino que representa la pluralidad de naciones, lenguas, culturas y pensamientos.
wiphala ayiri	<span foreground="#228B22">sustantivo.</span> <span foreground="#228B22">neologismo.</span> Abanderado. El que lleva lla bandera en procesiones o festejos públicos.
wiphaña	<span foreground="#228B22">verbo intransitivo.</span> Echar flores o mixtura <span foreground="#696969">(Fuente: Juan Luis Ayala Loayza, Diccionario Español-Aymara, Aymara-Español, Lima, 1988)</span>.
wiqu	<span foreground="#228B22">sustantivo.</span> Cueva en los cerros <span foreground="#696969">(Fuentes: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984; Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
wiqu	<span foreground="#228B22">sustantivo.</span> Rincón, rinconada.
wiq'aña	<span foreground="#228B22">verbo transitivo.</span> Echar por la fuerza, apretando y jalando, el contenido de las tripas.
wiq'aña	<span foreground="#228B22">verbo transitivo.</span> <span foreground="#228B22">figurado.</span> Ordeñar.
wiq'uña	<span foreground="#228B22">verbo intransitivo.</span> Beber con ruido.
wiquru	<span foreground="#228B22">sustantivo.</span> Peroné. Hueso largo y delgado de la pierna, detrás de la tibia. <span foreground="#228B22">Sinón:</span> <i>piquru <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>, pikiru.</i>
wiraxucha	<span foreground="#228B22">adjetivo.</span> Término con que designaron los andinos a los españoles.
wiraxucha	<span foreground="#228B22">sustantivo.</span> Una de las <i>wak'a</i> antiguas y poderosas de Los Andes. Dios del agua.
wiri	<span foreground="#228B22">sustantivo.</span> Arado precolombino en actual uso, llamada también <i>thijlla</i>.
wirlucha	<span foreground="#228B22">adjetivo.</span> Señorita aymara o quechua descastada que cree tener modales de alta sociedad y que discrimina a los de su clase.
wirnisa	<span foreground="#660099">(de castellano)</span> Viernes. Del latín <i>Veneris</i>, día de Venus, diosa del amor en la mitología Romana. <span foreground="#228B22">Sinón:</span> <i>ñanqha uru.</i>
wiru	<span foreground="#228B22">sustantivo.</span> Tallo dulce y jugoso del maíz. Caña del maíz.
wiruña	<span foreground="#228B22">verbo intransitivo.</span> Volar un ave. <span foreground="#228B22">Sinón:</span> <i>tuyuña.</i>
wiruña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo intransitivo.</span> Pelar el tallo de maíz para mascar <span foreground="#696969">(Fuente: Pedro Miranda, Diccionario Breve Aymara-Castellano y Castellano-Aymara, La Paz, 1970)</span>.
wisiña	<span foreground="#228B22">verbo transitivo.</span> Introducir líquidos llevando en taza o en una cuchara a una vasija o a la boca de alguien.
wisk'acha	<span foreground="#228B22">sustantivo.</span> Vizcacha <span foreground="#660099">(de aymara)</span>.
wisk'acha	<span foreground="#228B22">sustantivo.</span> Figuras estilizadas en los tejidos con forma de vizcacha.
wiskhu	<span foreground="#228B22">sustantivo.</span> Abarca. <span foreground="#228B22">Sinón:</span> <i>p'ullqu, uxuta.</i>
wiska	<span foreground="#228B22">sustantivo.</span> Soga. Cuerda trenzada de cinco ramales, generalmente de lana de llama.
wiskalla	<span foreground="#228B22">adjetivo.</span> <span foreground="#228B22">figurado.</span> Alargado, -da.
wiskalla	<span foreground="#228B22">sustantivo.</span> Pedazo de soga.
wiskaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Dar limosna y también pedirla <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
wislla	<span foreground="#228B22">sustantivo.</span> Cucharón. Cuchara grande de madera.
wislla	<span foreground="#228B22">sustantivo.</span> <span foreground="#228B22">neologismo.</span> Cuchara metálica.
wisllapaki	<span foreground="#228B22">sustantivo.</span> Una variedad de papa alargada y enroscada de color blanquecino del grupo <i>qhini</i>. Hay otra variedad de la misma especie: <i>Ch'uwiskillu</i>. <span foreground="#228B22">Sinón:</span> <i>warisaya.</i>
wisq'u	<span foreground="#660099">(de castellano)</span>. <span foreground="#228B22">adjetivo.</span> Bizco. Turnio, -nia.
wist'ikiña	<span foreground="#228B22">verbo intransitivo.</span> Revolcarse. Patalear sujetado por alguien en el suelo.
wist'u	<span foreground="#228B22">adjetivo.</span> Chueco, -ca. Estevado, patituerto. <span foreground="#228B22">Sinón:</span> <i>wixru.</i>
wit'iqiña	<span foreground="#228B22">verbo intransitivo.</span> Patalear en el suelo de espaldas.
wit'suña	<span foreground="#228B22">verbo transitivo.</span> Sacar productos o cosas llevando en el delantal o en la falda. <span foreground="#228B22">Sinón:</span> <i>jarphsuña.</i>
wit'u	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Península. <span foreground="#228B22">Ejem:</span> Lengua de tierra que penetra en el lago <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
wit'u	<span foreground="#228B22">sustantivo.</span> Regazo o en la falda.
wit'untaña	<span foreground="#228B22">verbo intransitivo.</span> Introducir llevando en el delantal.
wit'uña	<span foreground="#228B22">verbo transitivo.</span> Llevar en el regazo o delantal.
wit'uniña	<span foreground="#228B22">verbo transitivo.</span> Traer en la falda o delantal. <span foreground="#228B22">Sinón:</span> <i>jarphiniña.</i>
withu	<span foreground="#228B22">adjetivo.</span> Rabón, -na. Dícese del animal que tiene el rabo más corto que lo ordinario en su especie, o que no lo tiene.
withu	<span foreground="#228B22">sustantivo.</span> Rabadilla. Extremidad inferior de la columna vertebral.
witiña	<span foreground="#228B22">verbo intransitivo.</span> ir despacio y delicadamente, el niño o un anciano.
wituku	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Danza surgida en la Colonial; “los que bailan tienen una careta tejida, lleva bombacha y un cuero de tigre y un bastón con chicote; lo más jocoso es ver a los <i>wiraxucha</i>s, que llevan levitas antiguas y caretas de cabras o chivos, con sus cuernos y barba y llevan campanillas, ridiculizando a los antiguos caballeros españoles, con música de <i>pinkillu</i>s de dos agujeros y tambores <span foreground="#696969">(Fuente: Pedro Miranda, Diccionario Breve Aymara-Castellano y Castellano-Aymara, La Paz, 1970)</span>.
witulla	<span foreground="#228B22">sustantivo.</span> Una variedad de quinua de color morado o guindo.
wixchnaqaña	<span foreground="#228B22">verbo intransitivo.</span> Renguear. Renquear, cojear.
wixchu	<span foreground="#228B22">adjetivo.</span> Cojo. Rengo, renco, -ca.
wixchutiña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo intransitivo.</span> Ir cojeando.
wixru	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Avieso, -sa. Torcido. Torcido que no está recto. <span foreground="#228B22">Sinón:</span> <i>q'iwi, k'umu.</i>
wixru	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Cojo.
wixt'u	<span foreground="#228B22">adjetivo.</span> Chueco. Curvo.
wiyaña	<span foreground="#228B22">verbo transitivo.</span> Llevar fuego encendido.
wiytaña	<span foreground="#228B22">verbo transitivo.</span> Levantar el fuego.
wujskataña	<span foreground="#228B22">verbo transitivo.</span> Azuzar con perro. Incitar al perro para que ataque. <span foreground="#228B22">Sinón:</span> <i>wujsiña.</i>
wuluna	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Ribete de la pollera <span foreground="#696969">(Fuentes: Pedro Miranda, Diccionario Breve Aymara-Castellano y Castellano-Aymara, La Paz, 1970; Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>.
wurphiña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Hilvanar, coser a puntada larga <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
wururiña	<span foreground="#228B22">verbo intransitivo.</span> Zumbar. Producir un sonido sordo y continuado ciertos insectos al volar.
wutilla	<span foreground="#228B22">No estandarizado.</span> <span foreground="#660099">(de castellano)</span>. <span foreground="#228B22">sustantivo.</span> Botella <span foreground="#696969">(Fuente: Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>.
wutunaña	<span foreground="#228B22">verbo transitivo.</span> Abotonar <span foreground="#660099">(de castellano)</span>.
y	Glide o semiconsonante palatal.
yä	<span foreground="#228B22">sustantivo.</span> Cosa. Todo lo que existe. <span foreground="#228B22">Ejem:</span> <i>Yänaka</i>. Cosas. <span foreground="#228B22">Sinón:</span> <i>kuna.</i>
yä	<span foreground="#228B22">sustantivo.</span> Motivo. <span foreground="#228B22">Ejem:</span> ¿<i>Kuna yänisa jachayaraqta</i>?. ¿Con qué motivo lo haces llorar? <span foreground="#228B22">Sinón:</span> <i>kunatsa, kunalayku.</i>
yä	<span foreground="#228B22">sustantivo.</span> Obra. Cosa hecha o producida por un agente. <span foreground="#228B22">Sinón:</span> <i>lurata.</i>
yä	<span foreground="#228B22">sustantivo.</span> Objeto. Cosa material. <span foreground="#228B22">Ejem:</span> <i>¿Kuna yämsa katurqasma?</i> ¿Qué objeto tuyo tengo? <span foreground="#228B22">Sinón:</span> <i>utjiri.</i>
yaja	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Cosa dura <span foreground="#696969">(Fuente: Manuel Rigoberto Paredes, Vocabulario de la lengua aymara, La Paz, 1971)</span>.
yaja	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Enojada. Resentido. Mal humorado <span foreground="#696969">(Fuente: Juan Luis Ayala Loayza, Diccionario Español-Aymara, Aymara-Español, Lima, 1988)</span>.
yajana	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Joven adolescente <span foreground="#696969">(Fuente: Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>.
Yaka yaka	<i>Yarakaka</i>. <span foreground="#228B22">verbo transitivo.</span> Pájaro carpintero.
yakiña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Estirar cueros, sogas, etc. <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
yäla	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Amigo, persona que se relaciona con otra por simpatía y afecto <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
yäla	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Hombre de edad, anciano <span foreground="#696969">(Fuente: Pedro Miranda, Diccionario Breve Aymara-Castellano y Castellano-Aymara, La Paz, 1970)</span>.
yala	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Criado <span foreground="#696969">(Fuente: Manuel Rigoberto Paredes, Vocabulario de la lengua aymara, La Paz, 1971)</span>.
yala	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Señor, amigo, título que se da a cualquier persona extraña que llega de visita <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
yalliña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo intransitivo.</span> Excederse <span foreground="#696969">(Fuente: Manuel Rigoberto Paredes, Vocabulario de la lengua aymara, La Paz, 1971)</span>.
yamasa	( ) Al menos.
yampa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Con razón, justamente, bien <span foreground="#696969">(Fuente: Manuel Rigoberto Paredes, Vocabulario de la lengua aymara, La Paz, 1971)</span>.
yampa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Forma, figura exterior de las cosas, según su estructura.
yampa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Fila, cola que hacen las personas <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
yampa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Ropa elegante, ropa de fiesta.
yampaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo intransitivo.</span> Aprestar para alguna cosa <span foreground="#696969">(Fuente: Manuel Rigoberto Paredes, Vocabulario de la lengua aymara, La Paz, 1971)</span>.
yampaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo intransitivo.</span> Formar en línea. Enfilar, hacer fila.
yampaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo intransitivo.</span> Dar forma a las cosas, modelar, construir <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
yamparu	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Gala. Vestido suntuoso. Vestido de fiesta <span foreground="#696969">(Fuentes: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984; Manuel Rigoberto Paredes, Vocabulario de la lengua aymara, La Paz, 1971)</span>.
yamparu	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Elegante, bien vestida.
yampu	<span foreground="#228B22">sustantivo.</span> Balsa de juncos. Barco. <span foreground="#228B22">Sinón:</span> <i>wampu.</i>
yamphi	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Harta, mucho, abundante. Bastante. <span foreground="#228B22">Sinón:</span> <i>alluxa, walja.</i>
yana	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Criado, sirviente.
yänaka	<span foreground="#228B22">sustantivo.</span> <span foreground="#228B22">plural.</span> Enseres. Muebles, efectos de la casa. <span foreground="#228B22">Sinón:</span> <i>qinaqu.</i>
yanaña	<span foreground="#228B22">verbo transitivo.</span> Perpetrar. Cometer. <span foreground="#228B22">Sinón:</span> <i>yanjaña.</i>
yanaña	<span foreground="#228B22">verbo transitivo.</span> Ensayar. Poner a prueba. Experimentar. Probar y examinar prácticamente una cosa. <span foreground="#228B22">Sinón:</span> <i>yant'aña.</i>
yanani	<span foreground="#228B22">adjetivo.</span> Par igual. Dos cosas compañeras como dos zapatos, dos guantes <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
yanani	<span foreground="#228B22">adjetivo.</span> Dos compañeras iguales. Que tiene parecido o que hacen hermosa semejanza <span foreground="#660099">(Aroma)</span>.
yanani	<span foreground="#228B22">sustantivo.</span> Dos: uno y otra o viceversa haciendo un hermoso par. // <span foreground="#228B22">figurado.</span> Hermosa pareja como gemelos o gemelas <span foreground="#660099">(Aroma)</span>.
