
achalay	<span fgcolor="#228B22">(r).</span> Sumaq qawakunanpaq allinchay utaq llimpiy. Sumaqchay. <span fgcolor="#ff0000">Adornar, hermosear.</span>\n<span fgcolor="#a403fb">- Yachay wasinchikta achalasun.</span>\n<span fgcolor="#0000ff">- Adornemos nuestra escuela.</span>
wanwa	<span fgcolor="#228B22">(s).</span> Yawar suquq chakisapa chuspihina uru, uquchasqa allpakunapim yachan. <span fgcolor="#ff0000">Zancudo.</span>\n<span fgcolor="#a403fb">- Wanwaqa tutallanmi mikuyninta maskan.</span>\n<span fgcolor="#0000ff">- El zancudo sólo de noche busca su comida.</span>
wapsi	<span fgcolor="#228B22">(s).</span> Wayrawan kuska mana qawasqa puriq yaku. <span fgcolor="#ff0000">Gaseoso, vaho.</span>\n<span fgcolor="#a403fb">- Samasqanchik wayraqa wapsihinam tarikun.</span>\n<span fgcolor="#0000ff">- El aire que respiramos es un vaho.</span>
waqana	<span fgcolor="#228B22">(s).</span> Waqsallu. Uchuy chakiyuq, rikranpi wasanpi yana puruyuq, qasqunpiñataq yuraq puruyuq. Allpapiqa sasata purin yakupiñataq allinta wampun. <span fgcolor="#ff0000">Pájaro bobo.</span>\n<span fgcolor="#a403fb">- Llaqtaypiqa manam waqana kanchu.</span>\n<span fgcolor="#0000ff">- En mi pueblo no existe el pájaro bobo.</span>
waqar	<span fgcolor="#228B22">(s).</span> Hatun kaspihina chakiyuq, uchuy chukru umayuq pisqu. <span fgcolor="#ff0000">Garza.</span>\n<span fgcolor="#a403fb">- Waqarqa mayukuna patankunapim yachan.</span>\n<span fgcolor="#0000ff">- La garza vive en las orillas de los ríos.</span>
waqati	<b>1.</b> <span fgcolor="#228B22">(s).</span> Mana qawaykuna runa. Llumpay waqaq warma.<span fgcolor="#ff0000"> Llorón.</span> <b>2.</b> <span fgcolor="#228B22">(s).</span> Imamantapas rimaykachaq runa, micha runa. <span fgcolor="#ff0000">Tacaño.</span>\n<span fgcolor="#a403fb">1. Llumpay waqatim kay warmaqa.</span>\n<span fgcolor="#0000ff">- Es demasiado llorón este niño.</span>\n<span fgcolor="#a403fb">2. Waqatiqa manam mikuyllatapas mikuchisunkimanchu.</span>\n<span fgcolor="#0000ff">- El tacaño no es posible que te invite comida.</span>
waqay	<span fgcolor="#228B22">(r).</span> Wiqi wichichiy. <span fgcolor="#ff0000">Llorar.</span>\n<span fgcolor="#a403fb">- Wawa wiksa nanaywan waqachkan.</span>\n<span fgcolor="#0000ff">- El bebé está llorando con dolor de estómago.</span>
waqaychay	<span fgcolor="#228B22">(r).</span> Imapas wichqay, harkay, allichay. <span fgcolor="#ff0000">Cuidar, guardar.</span>\n<span fgcolor="#a403fb">- Uwihanchikta waqaychamusun.</span>\n<span fgcolor="#0000ff">- Vamos a cuidar nuestras ovejas.</span>
waqra	<span fgcolor="#228B22">(s).</span> Mikuynin kutipaq uywakunapa umanpi hatun raku kichkahina sayarayaq tullu. <span fgcolor="#ff0000">Cuernos, asta.</span>\n<span fgcolor="#a403fb">- Tarukapa waqranqa pallqa pallqam wiñan.</span>\n<span fgcolor="#0000ff">- Los cuernos de la taruka crecen como ramas.</span>
waqra puku	<span fgcolor="#228B22">(s).</span> Waqramanta rurasqa waqaq pankachu waqachiq runa. <span fgcolor="#ff0000">Cornetero.</span>\n<span fgcolor="#a403fb">- Turu pukllaypaqmi waqrata waqra puku waqachin.</span>\n<span fgcolor="#0000ff">- El cornetero toca la trompeta de cuerno en las corridas de toro.</span>
waqta	<span fgcolor="#228B22">(s).</span> Sayasqaniraq allpa. Kinray, qata. <span fgcolor="#ff0000">Ladera.</span>\n<span fgcolor="#a403fb">- Amam llumpay waqtakunaman uywata kachaykunkichu, kuchpakarqamunmanmi.</span>\n<span fgcolor="#0000ff">- No lleves a lugares muy pendientes a los animales, podrían rodar.</span>
wara	<span fgcolor="#228B22">(s).</span> Iskay uchkuyuq wiqawmanta chaki sinqakama aytuq pacha. <span fgcolor="#ff0000">Pantalón.</span>\n<span fgcolor="#a403fb">- Warataqa utkumantapas millwamantapas sirankum.</span>\n<span fgcolor="#0000ff">- El pantalón se confecciona tanto del algodón como de la lana.</span>
waranqa	<span fgcolor="#228B22">(s).</span> Chunka kuti pachak. <span fgcolor="#ff0000">Mil.</span>\n<span fgcolor="#a403fb">- Llaqtanchikpi manam waranqa runapas kanchu.</span>\n<span fgcolor="#0000ff">- En nuestro pueblo no hay ni mil personas.</span>
waraqu	<span fgcolor="#228B22">(s).</span> Allpaman laqasqa mati tikrasqahina millwasapa kichka. <span fgcolor="#ff0000">Especie de cacto pequeño.</span>\n<span fgcolor="#a403fb">- Waraquqa manam llumpaytachu wiñan.</span>\n<span fgcolor="#0000ff">- El huaraco no crece muy alto.</span>
warmi	<span fgcolor="#228B22">(s).</span> Qariwan kuska yachaspa wachakuq. <span fgcolor="#ff0000">Mujer, esposa.</span>\n<span fgcolor="#a403fb">- Kuyaysapa kuyaysapam warminqa.</span>\n<span fgcolor="#0000ff">- Su mujer es muy cariñosa.</span>
wasa	<span fgcolor="#228B22">(s).</span> Kunkamanta wiqawkama qasqupa qipanpi tarikuq aycha. <span fgcolor="#ff0000">Espalda.</span>\n<span fgcolor="#a403fb">- ¡Wasapi yantata qipiy!</span>\n<span fgcolor="#0000ff">- ¡Carga la leña en la espalda!</span>
wasi	<span fgcolor="#228B22">(s).</span> Allpamantapas, rumimantapas runa yachananpaq rurasqa. Runapa yachanan. <span fgcolor="#ff0000">Casa.</span>\n<span fgcolor="#a403fb">- Uchuy llaqtakunapi tapyawan wasita ruranku.</span>\n<span fgcolor="#0000ff">- Edifican la casa a base de tapia en los pueblos pequeños.</span>
wasichay	<b>1.</b> <span fgcolor="#228B22">(r).</span> Wasi ruray, wasi pirqay.<span fgcolor="#ff0000"> Construir casa.</span> <b>2.</b> <span fgcolor="#228B22">(r).</span> Wasi qatay. <span fgcolor="#ff0000">Techar.</span>\n<span fgcolor="#a403fb">1. Ayllu huñunakunankupaq wasichachkanku.</span>\n<span fgcolor="#0000ff">- Construyen la casa comunal para sus reuniones.</span>\n<span fgcolor="#a403fb">2. Ichuwan wasichachkanku.</span>\n<span fgcolor="#0000ff">- Están techando la casa con paja.</span>
waska	<span fgcolor="#228B22">(s).</span> Millwamantapas, chukchamantapas, paqpamantapas kawpusqa raku watu. <span fgcolor="#ff0000">Soga.</span>\n<span fgcolor="#a403fb">- Waskawan liyaspa yantata asnupi qipinku.</span>\n<span fgcolor="#0000ff">- Amarrando con la soga llevan la leña en el burro.</span>
wata	<span fgcolor="#228B22">(s).</span> Chunka iskayniyuq killa pacha. <span fgcolor="#ff0000">Año.</span>\n<span fgcolor="#a403fb">- Huk watam tiqsi pacha intita muyun.</span>\n<span fgcolor="#0000ff">- El mundo da una vuelta alrededor del sol en un año.</span>
watay	<span fgcolor="#228B22">(r).</span> Imapas kipuspa hapichiy, huñuy. Mana ayqinanpaq, ripunanpaq hapichiy. <span fgcolor="#ff0000">Atar, amarrar.</span>\n<span fgcolor="#a403fb">- Asnuta watarqusqaku.</span>\n<span fgcolor="#0000ff">- Amarraron al burro.</span>
watu	<span fgcolor="#228B22">(s).</span> Kawpusqa qaytu. <span fgcolor="#ff0000">Soguilla, cordel.</span>\n<span fgcolor="#a403fb">- Kuchi watuwan wataspa aysakachanam kasqanki.</span>\n<span fgcolor="#0000ff">- Tú habías sido para liar con soga de chancho y así arrastrarte siempre.</span>
watuchi	<span fgcolor="#228B22">(s).</span> Pukllaqhinalla musyanapaq pantachikuy. <span fgcolor="#ff0000">Adivinanza.</span>\n<span fgcolor="#a403fb">- Achka watuchitam awilukuna yachanku.</span>\n<span fgcolor="#0000ff">- Los abuelos conocen hartas adivinanzas.</span>
watuchiy	<span fgcolor="#228B22">(r).</span> Imapas pakasqata musyachiy. Iskay rimayniyuq rimaykunata willaspa runawan musyachiy. <span fgcolor="#ff0000">Hacer adivinanza.</span>\n<span fgcolor="#a403fb">- Aya ratachikuypi runakuna watuchinku.</span>\n<span fgcolor="#0000ff">- En el velorio la gente hace adivinanzas.</span>
watya	<span fgcolor="#228B22">(s).</span> Uku allpapi imaymana yanusqa miski mikuy; rumita pukay pukay quñinankama kañaspa allpawan pampaspa mikuy yanuy. <span fgcolor="#ff0000">Pachamanca.</span>\n<span fgcolor="#a403fb">- Hatun punchawkunapi llaqtaypi watyata ruranku.</span>\n<span fgcolor="#0000ff">- En los días festivos hacen pachamanca en mi pueblo.</span>
wawa	<span fgcolor="#228B22">(s).</span> Uchuy, llullu wawa, ñuñuq warma, pisi watayuq warma. <span fgcolor="#ff0000">Bebé.</span>\n<span fgcolor="#a403fb">- Unquq wawa allinñam kachkan.</span>\n<span fgcolor="#0000ff">- El niño enfermo ya se encuentra bien.</span>
wawqi	<span fgcolor="#228B22">(s).</span> Huk tayta mamallamanta yuriq qaripa qarimasin. <span fgcolor="#ff0000">Hermano.</span>\n<span fgcolor="#a403fb">- Wawqipura yachay wasiman rinku.</span>\n<span fgcolor="#0000ff">- Entre hermanos van a la escuela.</span>
waya	<span fgcolor="#228B22">(s).</span> Kacharisqa pacha; mana ancha watasqa. <span fgcolor="#ff0000">Suelto.</span>\n<span fgcolor="#a403fb">- Waya warawan churakarqamusqa.</span>\n<span fgcolor="#0000ff">- Se había puesto pantalones sueltos.</span>
wayanay	<span fgcolor="#228B22">(s).</span> Uchuy yana pisqu, hatun raprayuq. Kallwa. <span fgcolor="#ff0000">Golondrina.</span>\n<span fgcolor="#a403fb">- Mana rapranta kuyuchispallam wayanay pawan.</span>\n<span fgcolor="#0000ff">- Las golondrinas vuelan sin aletear.</span>
wayaqa	<span fgcolor="#228B22">(s).</span> Millwamanta awasqa uchuy kustal, rikrapi warkuspa apanapaq. <span fgcolor="#ff0000">Bolsa tejida.</span>\n<span fgcolor="#a403fb">- Wayaqapi qillqa maytuntawan qillqana rapita sapa punchaw yachay wasiman apan.</span>\n<span fgcolor="#0000ff">- Todos los días lleva su cuaderno y su libro a la escuela en una bolsa.</span>
wayita	<span fgcolor="#228B22">(s).</span> Llamapa uwihapa millwanmanta ñutu away. <span fgcolor="#ff0000">Bayeta.</span>\n<span fgcolor="#a403fb">- Ñawpa runakunaqa waranta wayitamantam siraqku.</span>\n<span fgcolor="#0000ff">- Los hombres antiguos cosían sus pantalones de bayeta.</span>
waylla	<span fgcolor="#228B22">(s).</span> Lliwa lliwa pampa, qiwa qiwa pampa. <span fgcolor="#ff0000">Prado, pradera.</span>\n<span fgcolor="#a403fb">- ¡Wayllaman haku purikuq!</span>\n<span fgcolor="#0000ff">- ¡Vamos al prado a pasear!</span>
wayllunku	<span fgcolor="#228B22">(s).</span> Kuyuykachanapaq iskay waskawan warkusqa tiyana. <span fgcolor="#ff0000">Columpio.</span>\n<span fgcolor="#a403fb">- Wayllunchakunapi warmakuna sumaqtam pukllanku.</span>\n<span fgcolor="#0000ff">- Los niños juegan bonito en el columpio.</span>
wayqu	<span fgcolor="#228B22">(s).</span> Hatun yarqahina manchakuypaq laqa. <span fgcolor="#ff0000">Barranco.</span>\n<span fgcolor="#a403fb">- Wakayqa wayqutam wichiykurqa.</span>\n<span fgcolor="#0000ff">- Mi vaca se cayó al barranco.</span>
wayta	<span fgcolor="#228B22">(s).</span> Ima sachapapas, qurapapas sisan, kaypim huk sachakuna wiñamunapaq muyan rikurimun. <span fgcolor="#ff0000">Flor.</span>\n<span fgcolor="#a403fb">- Hawaspa waytanqa yanawan yuraqmi.</span>\n<span fgcolor="#0000ff">- La flor de la haba es blanca y negra.</span>
waytay	<span fgcolor="#228B22">(r).</span> Makita chakita aywispa yaku hawanta kuyuy. Tuyuy. <span fgcolor="#ff0000">Nadar.</span>\n<span fgcolor="#a403fb">- Allintam mayupi warmakuna waytanku.</span>\n<span fgcolor="#0000ff">- Los niños nadan bien en el río.</span>
waywacha	<span fgcolor="#228B22">(s).</span> Wiskachaman rikchakuq uywa, yunka sachakunapi yachaq uywa. <span fgcolor="#ff0000">Ardilla.</span>\n<span fgcolor="#a403fb">- Waywachataqa kuyayllapaq uywam.</span>\n<span fgcolor="#0000ff">- La ardilla es un animalito muy bonito.</span>
wichay	<span fgcolor="#228B22">(s).</span> Waqta allpa. Hanay. <span fgcolor="#ff0000">Arriba.</span>\n<span fgcolor="#a403fb">- Wichayman riy.</span>\n<span fgcolor="#0000ff">- Camina hacia arriba.</span>
wichqay	<span fgcolor="#228B22">(r).</span> Hawatawan ukuta mana tarichiy. Wasimanpas kanchamanpas mana pipas yaykunanpaq punkupa rapranta tupanachiy. <span fgcolor="#ff0000">Cerrar.</span>\n<span fgcolor="#a403fb">- ¡Punkuta wichqay!</span>\n<span fgcolor="#0000ff">- ¡Cierra la puerta!</span>
wichuchu	<span fgcolor="#228B22">(s).</span> Qunquripa uraynin chakiwan tinkuq tullu. <span fgcolor="#ff0000">Tobillo.</span>\n<span fgcolor="#a403fb">- Wichuchuypim haytarquwan.</span>\n<span fgcolor="#0000ff">- Me pateó en mi tobillo.</span>
wiksa	<span fgcolor="#228B22">(s).</span> Qaspu urayninman qatiq pukuchuhina aycha, kaypa ukunpim chunchull, aqalli tarikun. <span fgcolor="#ff0000">Barriga, estómago.</span>\n<span fgcolor="#a403fb">- Manchanata wiksan wiñarqun.</span>\n<span fgcolor="#0000ff">- Le ha crecido demasiado el estómago.</span>
wikuña	<span fgcolor="#228B22">(s).</span> Mikuynin kutipaq ñuñuq uywa. Llamaman rikchakuq uywa, sallqa chiri allpakunapi yachaq. <span fgcolor="#ff0000">Vicuña.</span>\n<span fgcolor="#a403fb">- Wikuñapa millwanqa sinchi chaninyuqmi.</span>\n<span fgcolor="#0000ff">- La lana de la vicuña tiene mucho valor.</span>
wilkachuqa	<span fgcolor="#228B22">(s).</span> Ñawipa unquynin, ñawita rawrachistin pukayaspa wiqtin. <span fgcolor="#ff0000">Conjuntivitis.</span>\n<span fgcolor="#a403fb">- Lima yachaq runakunaqa wilkachuqawanmi unqunku.</span>\n<span fgcolor="#0000ff">- Los que viven en Lima se enferman de conjuntivitis.</span>
willakuy	<span fgcolor="#228B22">(s).</span> Ñawpa runakunapa chiqapas mana chiqapas rurayninmanta llaqtapi yuyay. <span fgcolor="#ff0000">Cuento, narración.</span>\n<span fgcolor="#a403fb">- Sumaq willakuykunatam awilukuna yachan.</span>\n<span fgcolor="#0000ff">- Hermosos cuentos saben los abuelos.</span>
willapay	<span fgcolor="#228B22">(r).</span> Hukpa rurasqanmanta hukman willay. Huchachay. Qumalliy. <span fgcolor="#ff0000">Acusar.</span>\n<span fgcolor="#a403fb">- Puriq masinmi mamayta willapaykun.</span>\n<span fgcolor="#0000ff">- Su amiga le acusó a mi madre.</span>
willay	<span fgcolor="#228B22">(r).</span> Hukpa rurasqanmantapas qawasqanmantapas hukman niy. <span fgcolor="#ff0000">Avisar.</span>\n<span fgcolor="#a403fb">- Pukllasqanmanta masinkunaman willan.</span>\n<span fgcolor="#0000ff">- Avisó a sus amigos de sus juegos.</span>
willka	<span fgcolor="#228B22">(s).</span> Churipa churin, wawapa wawan. <span fgcolor="#ff0000">Nieto.</span>\n<span fgcolor="#a403fb">- Mamankaqllañam willkan.</span>\n<span fgcolor="#0000ff">- Su nieto es parecido a su madre.</span>
willu	<span fgcolor="#228B22">(s).</span> Kutu maki, mana makiyuq runa. <span fgcolor="#ff0000">Manco.</span>\n<span fgcolor="#a403fb">- Yurisqanmantam willu masiyqa.</span>\n<span fgcolor="#0000ff">- Desde su nacimiento es manco mi amigo.</span>
winara	<span fgcolor="#228B22">(s).</span> Llapa imapa sayaynin, llapa imapa hatun kaynin. <span fgcolor="#ff0000">Volumen.</span>\n<span fgcolor="#a403fb">- Siwara muhutaqa winarapim tupunchik.</span>\n<span fgcolor="#0000ff">- La semilla de la cebada tiene volumen.</span>
winku	<span fgcolor="#228B22">(s).</span> Yaku tupuna, winku yaykuq wutilla. <span fgcolor="#ff0000">Litro.</span>\n<span fgcolor="#a403fb">- Kimsa winkutam sapa punchaw wakamanta lichita chawan.</span>\n<span fgcolor="#0000ff">- Todos los días ordeña tres litros de leche.</span>
winti	<span fgcolor="#228B22">(s).</span> Uyaman ñitisqahina sinqa. <span fgcolor="#ff0000">Ñato(a).</span>\n<span fgcolor="#a403fb">- Winti sinqa warmicham chayamun.</span>\n<span fgcolor="#0000ff">- Llegó una mujer ñata.</span>
wiñapu	<span fgcolor="#228B22">(s).</span> Qurakunapa chawpinpi allpa akunpi pampaspa sapichakunankama wiñachisqa sara. <span fgcolor="#ff0000">Jora para chicha.</span>\n<span fgcolor="#a403fb">- Wiñapumanta miski aqatam ruranku.</span>\n<span fgcolor="#0000ff">- Se prepara chicha rica de la jora de maíz.</span>
wiñariy	<b>1.</b> <span fgcolor="#228B22">(r).</span> Hatunyay.<span fgcolor="#ff0000"> Crecer de una vez.</span> <b>2.</b> <span fgcolor="#228B22">(r).</span> Wakchamanta lluqsiy. Puturiy. <span fgcolor="#ff0000">Progresar.</span>\n<span fgcolor="#a403fb">1. Wawakuna chaylla wiñanku.</span>\n<span fgcolor="#0000ff">- Los niños(as) crecen pronto.</span>\n<span fgcolor="#a403fb">2. Llaqtaypi ayllukunaqa wiñarichkankuñam.</span>\n<span fgcolor="#0000ff">- Las familias de mi pueblo ya progresan.</span>
wiñay	<span fgcolor="#228B22">(r).</span> Runapapas uywapapas sachapapas hatunyaynin. <span fgcolor="#ff0000">Crecer.</span>\n<span fgcolor="#a403fb">- Wawakuna wiñanku.</span>\n<span fgcolor="#0000ff">- Los niños crecen.</span>
wiqaw	<span fgcolor="#228B22">(s).</span> Runapa ukunpa chawpin muyuriq, sikipa hanayninpi kaq, puputi muyuriq. <span fgcolor="#ff0000">Cintura.</span>\n<span fgcolor="#a403fb">- Warmiqa llañu wiqawniyuq.</span>\n<span fgcolor="#0000ff">- La mujer tiene una cintura delgada.</span>
wiqi	<span fgcolor="#228B22">(s).</span> Ñawimanta sutumuq puchqu yaku. <span fgcolor="#ff0000">Lágrima, llanto.</span>\n<span fgcolor="#a403fb">- Ima llakipas nanaypas rikurimuptin ñawinchikmanta wiqi sutumuyta qallaykun.</span>\n<span fgcolor="#0000ff">- Cuando tenemos alguna tristeza o dolor comienza a gotear lágrima de nuestros ojos.</span>
wiqru	<span fgcolor="#228B22">(s).</span> Qumir puru, «wiq - wiq - wiq» nispa takiq kurku tuspa pisqu. Luru, kalla. <span fgcolor="#ff0000">Loro.</span>\n<span fgcolor="#a403fb">- Michka saraykita wiqru tukurusqa.</span>\n<span fgcolor="#0000ff">- Los loros acabaron con el maíz de la primera campaña.</span>
wira	<span fgcolor="#228B22">(s).</span> Yuraq llikahina aychapa hawanpi laqasqa, rupaywan chulluq. <span fgcolor="#ff0000">Sebo, grasa.</span>\n<span fgcolor="#a403fb">- Uywapa sunqunpipas chunchullninpipas achkam wira tarikun.</span>\n<span fgcolor="#0000ff">- Se encuentra harta grasa en el corazón o en el intestino de los animales.</span>
wiraqucha	<span fgcolor="#228B22">(s).</span> Inka yawarniyuq runa. Riqsisqa runa, hatun runakunapa churin. Qapaq. Apu. <span fgcolor="#ff0000">Noble, distinguido.</span>\n<span fgcolor="#a403fb">- Wiraqucha Tupaq Amaru wakchakunatam amacharqa.</span>\n<span fgcolor="#0000ff">- Túpac Amaru defendió a los pobres.</span>
wirpa	<span fgcolor="#228B22">(s).</span> Kiru qataq aycha, kiru harkaq aycha, hawa simipa tukuynin. <span fgcolor="#ff0000">Labios.</span>\n<span fgcolor="#a403fb">- Pukay pukay wirpayuq purinku wakin warmikunaqa.</span>\n<span fgcolor="#0000ff">- Algunas mujeres caminan con los labios muy colorados.</span>
wiru	<span fgcolor="#228B22">(s).</span> Miski yakuyuq sara turuqsu. <span fgcolor="#ff0000">Caña de maíz.</span>\n<span fgcolor="#a403fb">- Wiruta pakispa kachunku.</span>\n<span fgcolor="#0000ff">- Mastican rompiendo la caña del maíz.</span>
wischuy	<span fgcolor="#228B22">(r).</span> Imapas wischuypas wikapaypas. <span fgcolor="#ff0000">Botar, arrojar, perder.</span>\n<span fgcolor="#a403fb">- Qullqiytam chisi wischurqusqani.</span>\n<span fgcolor="#0000ff">- Anoche perdí mi dinero.</span>
wisiy	<span fgcolor="#228B22">(r).</span> Pukyumantapas mayumantapas yaku hurquy. <span fgcolor="#ff0000">Sacar agua.</span>\n<span fgcolor="#a403fb">- Puyñumanta yakuta wisin.</span>\n<span fgcolor="#0000ff">- Saca agua del porongo.</span>
wiskacha	<span fgcolor="#228B22">(s).</span> Kunihu sayayniyuq qura kutkuq uywa, chunyaq chiri ranra ranrakunapi kawsanku. <span fgcolor="#ff0000">Vizcacha.</span>\n<span fgcolor="#a403fb">- Wiskachapa aychanqa miskikullanmi.</span>\n<span fgcolor="#0000ff">- La carne de la vizcacha es muy agradable.</span>
wislla	<span fgcolor="#228B22">(s).</span> Mikuy qarakunapaq kullumanta rurasqa hatun hapikuyuq uchku pala. <span fgcolor="#ff0000">Cucharon de madera.</span>\n<span fgcolor="#a403fb">- Lamrasmantam wisllata ruranku.</span>\n<span fgcolor="#0000ff">- El cucharón de madera lo fabrican del aliso.</span>
wisqan	<span fgcolor="#228B22">(s).</span> Wiksamanta sunqu rakiq llañu awayhina anku aycha. <span fgcolor="#ff0000">Diafragma.</span>\n<span fgcolor="#a403fb">- Urayman hanayman wayra yaykusqan lluqsimusqanmanhina wisqanqa kuyun.</span>\n<span fgcolor="#0000ff">- El diafragma se mueve arriba y abajo para que entre y salga el aire (a los pulmones).</span>
wistu	<span fgcolor="#228B22">(s).</span> Winkutiyaspa puriq, chullan chakiwan puriq. <span fgcolor="#ff0000">Cojo.</span>\n<span fgcolor="#a403fb">- Wistu asnuyqa manam puriyta atinchu.</span>\n<span fgcolor="#0000ff">- Mi burro cojo no puede caminar.</span>
wituy	<span fgcolor="#228B22">(r).</span> Imapas quruy. <span fgcolor="#ff0000">Mochar, talar.</span>\n<span fgcolor="#a403fb">- Llapa sarata witurusqankichik.</span>\n<span fgcolor="#0000ff">- Ustedes mocharon el maizal.</span>
yachachiq	<span fgcolor="#228B22">(s).</span> Yuyaysapa runa, allin umayuq wawakuna uman qispichiq. <span fgcolor="#ff0000">Profesor.</span>\n<span fgcolor="#a403fb">- Allintam yachachin yachachiqqa.</span>\n<span fgcolor="#0000ff">- Enseña muy bien el profesor.</span>
