a	Vocal baja central.
yana	<i>s.</i> Enamorada o pareja del hombre. || Pareja. Conjunto de dos personas o cosas semejantes. Pitu. || Una pareja de animales. China urqu.
yana	<i>s.</i> Negrura. Calidad de negro.
yanachay, yanayachiy	<i>tr.</i> Ennegrecer. Teñir o pintar de negro. || <i>intr.</i> Volverse negro. Yanayay.
yanallikuy	<i>prnl. y r.</i> Enlutarse. Ponerse o cubrirse de luto.
yananchakuy	<i>prnl.</i> Unirse en matrimonio.
yananchakuy	<i>v.</i> Tener pareja. || <i>tr.</i> Tener. Haber. Kapuy, tiyapuy kay. || <i>v. </i>Tener enemistad. Awqanakuy. || Tener hambre. Yariqhay. || Tener miedo. Manchakuy, manchariy. || Tener pena. Uakikuy, phutikuy. || Tener sed. Ch'akiy.
yananchay	<i>tr.</i> Separar por parejas. || Ajustar una cosa con otra, de forma que queden iguales. Igualar. Khuskachay. || Hacer o formar pareja. Pituchay. || Unir una cosa con otra formando par. T'inkiy, k'intiy.
yanapa, jayma, jawna	<i>s.</i> Ayuda. Acto y efecto de ayudar.
yanapana	<i>s.</i> Servicio. Acto de ayudar o servir.
yanapanakuy	<i>rec.</i> Auxiliarse, socorrerse, ayudarse, prestarse mutua colaboración.
yanapaq	<i>adj. y s.</i> El que presta ayuda, ayudante.
yanapaqi	<i>adj. y s.</i> auxiliador, auxiliar, que auxilia. Protector. || <i>s.</i> Amachaqi. Socorro, amparo, auxilio.
yanapay, jawmay, jaymay	<i>tr.</i> Ayudar a uno. || Favorecer. Compadecer, socorrer. Khuyay.
yanasa kay	<i>s.</i> Noviazgo, condición de novia.
yanasa	<i>adj. y s.</i> Amiga de la mujer: Yanasapura. Entre amigas. || <i>fam.</i> Novia, mujer que está prometida. || Mujer que acaba de casarse o está por celebrar nupcias.
yanasakuy, yanasanakuy	<i>rec.</i> Hacerse amigas entre mujeres. || Prometerse por novios una mujer con un hombre.
yanay	<i>tr.</i> <i>fam.</i> Experimentar, probar, intentar. || Curar, tratar con remedios.
yanay	<i>tr.</i> Servir. Prestar servicio en calidad de esclavo o siervo. || Servir la comida. Qaray.
yanayay	<i>intr.</i> Negrecer, ponerse negro. Tomar color negro. || Oscurecer. || <i>tr.</i> Ennegrecer. Teñir o pintar de negro. Yanachay, yanayachiy.
yanayuq	<i>adj. y s.</i> Dícese del amo que tiene algún esclavo o sirviente. || Del varón o de la mujer que tiene prometido o prometida.
yanki (	<i>adj. y s.</i> Yanqui. Norteamericano. (Natural de los Estados Unidos de América). || Gringo de Europa o de cualquier otro lugar. K'anka.
yanki	<i>s.</i> Canje. Trueque, cambio de una cosa por otra.
yankiq	<i>com.</i> Cambista, el que realiza cambios o trueques.
yankiy, chhalay	<i>tr.</i> Canjear. Trocar, cambiar, efectuar canjes.
yanqa, yanqha	<i>adj.</i> Vano, insulso, sin resultado, sin efecto. || Inútil. Incapaz para el trabajo. Añaku.
yanqa, yanqha	<i>adv.</i> Inútilmente. En vano, sin utilidad o provecho. // En vano amé: Yanqa munarqani.
yanqachay, pisichay, allquchay, yanqhachay, qisachay	<i>tr.</i> Despreciar. Tener en poco.
yanqachay, yanqhachay	<i>tr.</i> Desechar. No apreciar una cosa por baladí, vano o ilusorio.
yanqalla, yanqhalla	<i>adv.</i> Gratis. Gratuitamente, de modo gratuito.
yanqalli	<i>adj.</i> Dícese del que tiene manos temblorosas o indecisas. || <i>s.</i> Temblor de las manos, enfermedad de parkinson.
yanqalliy	<i>intr.</i> Temblar las manos sin motivo.
yanqay	<i>s.</i> Espacio. Infinidad; espacio inmenso; el espacio. || Ámbito, contorno. K'iti. || Universo, cosmos, mundo. Pacha.
yanqha kay, yanqa kay	<i>s.</i> Inutilidad, calidad de inútil. || Futilidad, insulsez.
yanqha, chaninnaq	<i>adj.</i> Baladí. De poca importancia.
yanqha, yanqa	<i>adj.</i> Vano, insulso. || Fútil, baladí, frivolo. || Ilusorio, sin fundamento.
yanqha, yanqa	<i>adv.</i> En vano, inútilmente.
yanqhacha, qisa, qisacha	<i>s.</i> Desprecio. Desdén, menosprecio.
yanqhachay, yanqachay	<i>tr.</i> Desestimar, desechar por baladí, vano o ilusorio. Despreciar.
yanuq, wayk'uq	<i>adj. y s.</i> Cocinero, -ra.
yanuy kamayuq	<i>s.</i> Cocinero. Persona de profesión u ocupación cocinero o cocinera.
yanuy, wayk'uy	<i>tr.</i> Cocinar. Guisar, preparar los alimentos con el fuego.
yapa	<i>s.</i> Yapa (<i>&lt;Q-A</i>). Regalo que hace el vendedor al comprador. || Aumento, añadidura.
yapachiy	<i>tr.</i> Hacer aumentar.
yapan	<i>s.</i> Porción de adehala obtenida sobre una compra. Aditamento.
yapana	<i>s.</i> Inclusión.
yapana	<i>s.</i> <i>Mat.</i> Suma. Acción de sumar.
yapaq chimpu	<i>Mat.</i> Signo más (+). || El que aumenta.
yapasqa	<i>adj.</i> Corrido, favorable en peso o medida. || Aumentado.
yapay	<i>tr.</i> Adicionar. Hacer o poner adiciones.
yapay	<i>tr.</i> Aumentar. Añadir, adicionar.
yapay	<i>tr.</i> Yapar. Añadir la yapa, aumentar.
yapu	<i>s.</i> Acto y efecto de arar (Cusco).
yapuna	<i>s.</i> Tierra labrantía. || Tierra que se ara en un día. Arada.
yapuy	<i>tr.</i> Arar la tierra (<i>sinón:</i> Llamk'ay). || <i>s.</i> Acción de arar.
yaqa, yaqha	<i>adv.</i> Casi. Cerca de. Poco más o menos.
yaqapay, qhatipay	<i>tr.</i> Perseguir.
yaqay, qhatiy	<i>tr.</i> Seguir, ir detrás. Perseguir algún fin.
yaqay	<i>tr.</i> Intentar. Pretender. // ¿Qué pretendes?: Imatam yaqanki?
yaqch'i	<i>s.</i> Ablución ligera de las manos.
yaqch'ichiy	<i>tr.</i> Hacer lavar las manos.
yaqch'ikuy	<i>prnl. y r.</i> Lavarse ligeramente las manos o los dedos.
yaqch'iy	<i>tr.</i> Lavar las manos o dedos después de tocar algo.
yaqtu	<i>s.</i> Chocarrería.
yaqtuq	<i>adj.</i> Chocarrero, bufón, que gusta de chocarrerías.
yaqtuy kamayuq	<i>s. m.</i> Actor, <i>f.</i> Actriz. || Payaso.
yaqtuy, yaqtu	<i>s.</i> Chocarrería. Chiste grosero.
yaqtuy	<i>intr.</i> Chocarrear. Hacer chocarrería.
yaqtuy	<i>tr.</i> Chocarrear, decir chocarrerías, hacer bufonadas, hacer chocarrerías.
yaqulla, Maquila	<i>s.</i> El manto de la reina.
yaqulla, llaqulla	<i>s.</i> Manto con que las mujeres se cubren los hombros y la espalda. || Capa. Saya, prenda de vestir de la mujer. Aqsu.
yaqullakuy	<i>prnl. y r.</i> Cubrirse con el manto.
yaqha mana, yaqa mana	<i>adv.</i> Apenas, casi no, a duras penas.
yaqha, yaqa	<i>adv.</i> Casi: Yaqha urmani. Casi me caigo.
yaqhachay, chayñachay	<i>tr.</i> Estar por acabar una cosa. Estar a punto de terminar una obra.
yaqhamanta, ñak'ay, ñak'aymanta, yaqha mana	<i>adv.</i> Apenas. Penosamente.
yarawi, arawi, jarawi	<i>s.</i> Canto romántico y sentimental. || Canto religioso, heroico o agrícola. Jaylli. || Canto. Arte de cantar, canción. Taki.
yarawiq	<i>s.</i> Poeta (<i>sinón:</i> yarawikuq, yarawiku, arawiku).
yari	<i>adv.</i> Mayormente, principalmente.
yariqha, yarqhay, yarqa	<i>s.</i> Hambre, fame. Apetencia, ganas de comer.
yariqhachikuy, yarqhachikuy, yariqachikuy, yarqhachikuy	<i>prnl.</i> Hambrear, padecer hambre.
yariqhachiy, yarqhachiy	<i>tr.</i> Hambrear. Causar hambre. || <i>intr.</i> Tener hambre. Yarqhay.
yariqhasqa, yarqhasqa, yarqhay taki	<i>adj.</i> Hambriento, -ta. Que tiene hambre.
yariqhay taki, yarqhay taki, yariqay, yarqhay taki	<i>adj.</i> Hambriento, pedigüeño, famélico.
yariqhay, yariqay, yarqhay	<i>v.</i> Tener hambre. || <i>tr.</i> Tener. Haber. Kapuy, tiyapuy, kay. || <i>v.</i> Tener enemistad. Awqanakuy. || Tener miedo. Manchakuy, manchariy. || Tener pareja. Yananchakuy. || Tener pena. Llakikuy, phutikuy. || Tener sed. Ch'akiy.
yariqhay, yarqhay, yarqay, yarqiy	<i>s.</i> Hambre. Gana y necesidad de comer.
yariqhay	<i>intr.</i> Tener hambre. || <i>tr.</i> Hambrear. Causar hambre. Yarqhachiy.
yarqiy, yarqhay, yarqha, yarqay, yariqhay	<i>s.</i> Hambre. Gana y necesidad de comer.
yarq'a, rarq'a, larq'a	<i>s.</i> <i>amb.</i> Cauce artificial de agua. || Canal. Conducto, vía. Kanal (<i>&lt;C</i>). || Acueducto. Witkhu.
yaru willka	<i>adj.</i> Grandiosísimo, eminentísimo.
yarwilla, yawrilla, yarwicha	<i>s.</i> Aguja.
yata, nukaya	<i>s.</i> Música.
yaw!	<i>interj.</i> ¡Oye!, ¡escucha!
yawar masi kay, yawarpura kay	Parentesco por consanguinidad.
yawar masi	<i>adj. y s.</i> Familiar, pariente consanguíneo.
yawar masi	<i>adj. y s.</i> Pariente, -ta. Respecto de una persona, dícese de cada uno de los ascendientes y descendientes de su misma familia, especialmente por consanguinidad. || Pariente por consanguidad o afinidad. Ayllu masi.
Yawar Waqaq	<i>s.</i> Hijo de Ruka Inka y de la quya Mama Mikay. Séptimo soberano del Tawantinsuyu (JL). || Vil dinastía del Tawantinsuyu, que se inicia con el valeroso y arrojado Yawar Waqaq, cuyo nombre significa, sangre en el ojo; Valiente y arrojado (JAL).
yawar yawar	<i>adj.</i> Sangriento, pura sangre.
yawar, llawar	<i>s.</i> Sangre. Líquido que circula por las arterias y venas.
yawaray	<i>intr.</i> Derramar sangre. || <i>tr.</i> Sangrar. Abrir una vena para sacar sangre. Sirk'ay.
yawarchay	<i>s.</i> Ensangrentamiento.
yawarchay	<i>tr.</i> Ensangrentar. Manchar con sangre.
yawarikuy, k'ikuy	<i>s.</i> Menstruación. Flujo mensual de la mujer.
yawarnikuy, k'ikuy	<i>prnl.</i> Menstruar. Evacuar el menstruo.
yawarpura	<i>adj.</i> Estar pura sangre. || Parentesco por consanguinidad.
yawayra	<i>s.</i> Canto religioso en que se pedía buen año a los dioses (JL).
yawchay	<i>tr.</i> Sembrar en surcos que enmarcan la parcela.
yawirka, mullaypa	<i>s.</i> Maroma. Cuerda gruesa.
yawna, rimay, yawnay	<i>s.</i> Conversación. Acto y efecto de conversar.
yawnay, rimay	<i>intr.</i> Conversar. Hablar una o varias personas con otra u otras.
yawnay	<i>s.</i> <i>fam.</i> Charla. Acción de charlar. ||. <i>intr.</i> <i>fam.</i> Charlar. Conversar, platicar.
yawnaykachay	<i>intr. y tr.</i> Vocear. Publicar o manifestar con voces una cosa.
yawri	<i>s.</i> Aguja grande y gruesa para coser sacos y telas bastas.
yawrina, jach'una	<i>s.</i> Anzuelo.
yawya, jiwi, waywa	<i>s.</i> Merma. Acción de mermar.
yawyachiy, pisiyachiy, waywachiy	<i>tr.</i> Disminuir. Rebajar, hacer menos. || <i>intr.</i> Volverse o hacerse menos. Yawyay, wayway, pisiyay, jiwiqay.
yawyakuy, jiwiqay	<i>prnl.</i> Menoscabarse. || <i>tr.</i> Menoscabar. Disminuir, reducir. Pisiyachiy, yawyachiy.
yawyay, wayway, pisiyay, jiwiqay	<i>intr.</i> Volverse o hacerse menos. || Disminuir. Rebajar, hacer menos. <i>tr.</i> Yawyachiy, pisiyachiy, waywachiy.
yawyay	<i>s.</i> Mengua. Acción de menguar.
yaya karwi, waya kawri	<i>s.</i> Arco iris (<i>sinón:</i> K'uychi).
yaya kay, tayta kay	<i>s.</i> Paternidad. Calidad de padre.
yaya	<i>s.</i> Padre, en el que tiene hijos (<i>sinón:</i> Tata, tayta). || Jefe de una serie de descendientes. Gran patriarca.
yayawki	<i>s.</i> Tío, hermano del padre (<i>sinón:</i> Kaki, kaka).
yaykuchiy	<i>tr.</i> Dar entrada a una persona en un lugar. || Introducir. Dar entrada.
yaykun	<i>intr.</i> Caber. Poder contenerse una cosa dentro de otra.
yaykuna, jaykuna	<i>s.</i> Entrada. Ingreso. || Puerta. Punku.
yaykurpay	<i>tr.</i> Invadir. Entrar por fuerza en un sitio.
yaykuy, jaykuy	<i>intr.</i> Entrar. Pasar al interior.
yu!	<i>interj.</i> ¡Oye!, ¡escucha!
yuka, ch'awka	<i>s.</i> Seducción, artificio, artimaña con que se pretende lograr algo. || Engaño. Falsía, ficción. Ñukña. || Embrollo, treta, engaño zalamero. Qiqu.
yuka	Rumu. Yuca (Voz haitiana). <i>s.</i> Planta de raíz feculenta comestible.
yukana, llullana	<i>s.</i> Ñagaza. Añagaza, señuelo para cazar aves.
yukay	<i>tr.</i> Engatusar, engañar con halagos. || Engañar. Hacer creer lo no cierto, trampear. Pallquy, ch'awkay. || Embaucar. Ñukñay. || Embrollar, embaucar con zalamerías, engañar con tretas. Qiquy. || Engañar solapadamente, obrar con farsa taimada. Llulamiy.
yukra	<i>s.</i> <i>Zool.</i> Camarón. Crustáceo marino comestible.
yukray	<i>tr.</i> Coger camarones.
yuku (	<i>s.</i> Yugo. Pieza de madera que se coloca en la cabeza de los bueyes o muías para uncirlos.
yuku	<i>s.</i> Cisne.
yukuma, sinqarpu	<i>s.</i> Bozal. Objeto que se pone en el hocico de algunos animales.
yulli kay, ullpu kay	<i>s.</i> Humildad. Sumisión.
yulli, ullpu	<i>adj.</i> Humilde. Que tiene humildad y sumisión.
yulli, uyaq, uyakuq	<i>adj.</i> Obediente. Propenso a obedecer.
yulliy, kasuy, kasukuy (	Uyay. <i>tr.</i> Obedecer. Cumplir lo ordenado.
yuma, wawsa	<i>s.</i> Semen humano o de animal.
yuma	<i>s.</i> Aguijón, dardo de los insectos.
yumaqi	<i>adj. y s.</i> Procreador, el que causa la vida por vía genética. El padre.
yumay, churiyay	<i>tr.</i> Engendrar. Procrear, producir hijos, generar, dar existencia a seres semejantes.
yumay, wach'iy	<i>tr.</i> Picar los insectos.
yumpachakuy	<i>prnl.</i> Sufrir menoscabo. || <i>fam.</i> Desacreditarse.
yumpachaq	<i>adj.</i> Que hace o vuelve menos, que da menos.
yumpachay	<i>tr.</i> Menoscabar, hacer menos una cosa, aumentar o disminuir en una cosa una proporción de menos a más, o de menos a menos. || <i>fam.</i> Desacreditar.
yumpaqa	<i>adj.</i> Abatido, -da. Desmirriado, flaco, agotado. || Willpusqa. postrado, desalentado.
yumpay	<i>intr. y tr.</i> Decentar, empezar a mermar.
yumpayay	<i>intr.</i> Menoscabarse.
yunka	<i>s.</i> Yungas, tierras cálidas que se extienden en las laderas de la cordillera andina.
yunta (	<i>s.</i> Yunta.
yupa, achkha, chhika	<i>adj.</i> Mucho, -cha. Abundante, excesivo.
yupa	<i>s.</i> Contabilidad, ciencia de contar.
yupana	<i>adj.</i> Contable, que se puede o debe contar.
yupana	<i>s.</i> Abaco andino.
yupana	<i>s.</i> Aritmética.
yupana	<i>s.</i> Guarismo. Cada uno de los signos o cifras arábigas que expresan una cantidad.
yupana	<i>s.</i> Número. Signo y expresión de una cantidad. Numeración Quechua 1 juk, 2 iskay, 3 kimsa, 4 tawa, 5 phichqa, 6 suqta, 7 qanchis, 8 pusaq, 9 jisq'un, 10 chunka.
yupaqay	<i>tr.</i> Descontar.
yupasqa	<i>adj.</i> Contado.
yupay	<i>tr.</i> Contar. Enumerar, numerar, computar. || Contar un cuento. Willay.
yupaychana, much'ana, wak'anchana	<i>adj.</i> Adorable.
yupaychana, qullana	<i>adj.</i> Augusto. Que infunde o merece respeto.
yupaychay, apuchay, qhapaqchay	<i>tr.</i> Venerar. Tributar sumo respeto; honrar.
yupaychay, janaqchay, sumaychay	<i>tr.</i> Enaltecer. Ensalzar, encumbrar.
yupaychay, much'ay, wak'anchay	<i>tr.</i> Adorar. Reverenciar o amar a un ser.
yupaychay	<i>tr.</i> Honrar, respetar a una persona. || Ensalzar. Engrandecer, exaltar, alabar. Sumaqchay, jatunchay.
yupaysiy	<i>tr.</i> Ayudar a enumerar o hacer la cuenta.
yupi	<i>s.</i> Huella. Señal que deja el pie donde pisa.
yupinay	<i>tr.</i> Rastraer, seguir el rastro o huellas (<i>sinón:</i> Qhatipay).
yupipay, qhatipay, qatipay	<i>tr.</i> Rastrear. Seguir por el rastro o huellas.
yupiy	<i>tr.</i> Hollar. Pisar con los pies. || <i>tr. e intr.</i> Pisotear, patullar. T'ustiy, t'ustuy.
yupturay	<i>tr.</i> Empadronar.
yuqalla (	<i>s.</i> Muchacho. || Zagal. Efebo, muchacho adolescente. Maqt'a. || Pastor joven. Michiq yuqalla. || Joven. Wayna.
yuqu	<i>s.</i> Jeme. Distancia entre la extremidad del dedo pulgar y la del índice. // Medir por jemes: Yuquwan tupuy. Wiku.
yuquchiy	<i>tr.</i> Hacer, cometer estupro.
yuquy, juñunakuy, t'inkinakuy, urway	<i>intr.</i> Copular. Unirse sexualmente el macho y la hembra de los animales superiores. || Copular los cuadrúpedos. Sarunakuy. || Copular las aves. Chiway.
yuquy, urwa, t'inkinaku	<i>s.</i> Cópula. Coito. || <i>rec.</i> Hacer coito. T'inkinakuy.
yura	<i>s.</i> Mata, planta perenne de tallo bajo y más o menos ramificado: Sara yura. Mata de maíz.
yuraq anqas	<i>adj.</i> Celeste, azul claro (<i>sinón:</i> Kupha). || Garzo, de color azulado. Qhusi. Qhusi ñawi warma: Muchacha de ojos garzos. || Celeste verdoso, azul turquesa. Qupa.
yuraq kay	<i>s.</i> Blancura. Calidad de blanco. || Color como la nieve. Rit'i kay. || Color blanco impecable. Quyllu kay.
yuraq qhura	<i>fig.</i> <i>s.</i> Zuzón. Hierba cana.
yuraq winu	<i>s.</i> Xerez. Jerez, vino blanco de fina calidad.
yuraq	<i>adj. y s.</i> Blanco. De color de nieve o leche. || Blanco impecable o inmaculado. Quyllu.
yuraqnin	<i>adj.</i> Clara del huevo. || Claro, -ra. Visible, notorio, nítido. Sut'i. || Claro como el agua. Ch'uwa, ch'uya.
yuraqyachiy	<i>tr.</i> Blanquear. Poner blanca una cosa.
yuraqyay, paqariy, illariy	Sawlliy, p'unchay chayamuy. <i>intr.</i> Alborear. Amanecer o rayar el día.
yuraqyay	intrl. Emblanquecerse. Ponerse blanco lo que antes era de otro color.
yuriqi	<i>adj.</i> Aborigen. Originario del suelo en que vive. || El primitivo morador de una nación. Ñawpa runa, wari runa.
yuriy, paqariy	<i>impers.</i> Amanecer, alborear.
yuriy, paqariy	<i>intr.</i> Nacer. Salir del vientre materno.
yuru	<i>s.</i> Cántaro pequeño. || Cántaro. Vasija de barro con asas. P'uyñu, p'uñu. || Cantarillo de barro. P'uytula.
yuru	<i>s.</i> Junquillo marino.
yuruma, siwis	<i>s.</i> <i>Bot.</i> Cedro. Árbol de ramas horizontales.
yuthu, p'isaq, p'isaqa	<i>s.</i> Perdiz. Ave galliforme, cuya carne es muy estimada.
yuya t'ipi	<i>s.</i> <i>Ling.</i> Lexema, monema. Unidad básica de significado.
yuya	<i>s.</i> Recordación, recuerdo. || Memoria.
yuyana, yuyay	<i>s.</i> Imaginación. Facultad de reproducir mentalmente objetos ausentes y de crear imágenes mentales de algo no percibido antes o inexistente.
yuyana	<i>adj.</i> mental.
yuyana	<i>s.</i> Mente. || <i>adj.</i> Recordable, digno de recuerdo, memorable.
yuyancha	<i>s.</i> Tema.
yuyapay	<i>tr. e intr.</i> Recordar más una cosa, hacer por recordarla bien y mejor.
yuyapuqi	<i>adj. y s.</i> El que tiene presente. El que recuerda sin olvido.
yuyapuy	<i>s.</i> Cuidado, esmero.
yuyapuy	<i>tr.</i> Cuidar. Poner cuidado, diligencia y atención. Yuyapuy. || Cuidar observando con la vista. Qhaway. || Cuidar la chacra. Arariway.
yuyaq	<i>adj.</i> El que recuerda. || <i>com. fam. y fig.</i> Anciano o anciana muy antiguos. Viejo o vieja memoristas, que guardan recuerdos ya remotos.
yuyaray	<i>tr.</i> Dejar una cosa sin recuerdo, olvidarla.
yuyarichiy	<i>tr.</i> Incitar al recuerdo de algo, poner al recuerdo de algo inmediato, despertar un recuerdo.
yuyarikuy, yuyay	<i>s.</i> Recuerdo. Memoria que se hace de alguna cosa pasada.
yuyarina	<i>s.</i> Homenaje. Acto o serie de actos que se celebran en honor de una persona.
yuyarirquy	<i>intr. y tr.</i> Recordar impensadamente una cosa. Recordar con facilidad lo amortiguado por el olvido.
yuyarisqa	<i>s.</i> Proyecto. Idea que se tiene de algo que se piensa hacer y de cómo hacerlo.
yuyariy, yuyarikuy	<i>intr.</i> Acordarse. Recordar.
yuyarpariy	<i>tr. e intr.</i> Recordar todo lo olvidado, traer a la memoria sin dificultad y seguidamente. Acordarse de una vez.
yuyay k'uskiq	<i>s.</i> Psicólogo, -ga. Persona que profesa la psicología (sicología).
yuyay manay	<i>intr.</i> Trascordarse, olvidar, no recordar.
yuyay p'itiy, yuyay p'iti, sunqu chinkay, sunqu p'itiy s	Desmayo. Desvanecimiento.
yuyay quq, kunawa	<i>adj. y s.</i> Consejero, -ra. El que aconseja.
yuyay quy	<i>s.</i> Parecer o dictamen que se da para hacer o no hacer una cosa.
yuyay unancha	<i>s.</i> Cualidad. || Don. Regalo, presente. Quku, quriku.
yuyay, jamut'a	<i>s.</i> Juicio. Facultad de juzgar.
yuyay, umalliy	<i>tr.</i> Imaginar. Formar imágenes en la mente.
yuyay, yuyana	<i>s.</i> Imaginación. Facultad de reproducir mentalmente objetos ausentes y de crear imágenes mentales de algo no percibido antes o inexistente.
yuyay, yuyarikuy	<i>s.</i> Recuerdo. Memoria que se hace de alguna cosa pasada.
yuyay	<i>s.</i> Memoria. Facultad de recordar.
yuyay	<i>s.</i> Mente. Potencia intelectual.
yuyaychay	<i>tr.</i> Rememorar, remembrar, conmemorar. || Presentar al juicio de una persona alguna idea y hacerla que su opinión tenga razón propia.
yuyaykuy	<i>s.</i> premeditación. Recapacitación, reflexión previa. || <i>tr.</i> Premeditar, pensar y reflexionar una cosa antes de su ejecución.
yuyayk'ancha	<i>s.</i> Diccionario. Libro en que, por orden generalmente alfabético, se definen las palabras de uno o más idiomas, o las de una materia determinada.
yuyaymanta, yuyapi	<i>adv.</i> Con advertencia.
yuyayniyuq, umayuq, yuyaysapa	<i>adj. y s.</i> Inteligente. Sabio, perito.
yuyayniyuq	<i>adj.</i> Juicioso, -sa. Que tiene juicio.
yuyayniyuq	<i>adj.</i> Racional. Dotado de razón.
yuyaysapa, umayuq, yuyayniyuq	<i>adj. y s.</i> Inteligente. Sabio, perito.
yuyaysapa	<i>adj.</i> Memorión, de gran memoria. || <i>adj. y s.</i> Sesudo, juicioso, que tiene reflexión o cordura. || <i>fam.</i> Astuto, astucioso.
