acjjz	<font color=#2E8B57>ESP:</font> arrear\n<font color=blue>AYM:</font> anaña, anakiña\n<font color=#FF8C00>ENG:</font> to herd
zicz	<font color=#2E8B57>ESP:</font> sacar piojos/liendres\n<font color=blue>AYM:</font> lap'a ichuqasiña\n<font color=#FF8C00>ENG:</font> to pick out lice/lice eggs
zicha	<font color=#2E8B57>ESP:</font> ankañoka, raíz parásita de tola que se puede comer\n<font color=blue>AYM:</font> anqhuñuqu\n<font color=#FF8C00>ENG:</font> parasitic root of tola which is edible
zijz	<font color=#2E8B57>ESP:</font> utilizar, gastar\n<font color=blue>AYM:</font> mirq'iña\n<font color=#FF8C00>ENG:</font> to utilize, to use
zilla	<font color=#2E8B57>ESP:</font> silla\n<font color=blue>AYM:</font> silla\n<font color=#FF8C00>ENG:</font> chair
zilla jjora	<font color=#2E8B57>ESP:</font> voz muy fuerte\n<font color=blue>AYM:</font> jach'a aruni\n<font color=#FF8C00>ENG:</font> booming voice, loud voice
zima	<font color=#2E8B57>ESP:</font> almuerzo\n<font color=blue>AYM:</font> manq'a\n<font color=#FF8C00>ENG:</font> lunch
zimana	<font color=#2E8B57>ESP:</font> semana\n<font color=blue>AYM:</font> simana\n<font color=#FF8C00>ENG:</font> week
zimintiz	<font color=#2E8B57>ESP:</font> poner los cimientos\n<font color=blue>AYM:</font> uraqit aptaña\n<font color=#FF8C00>ENG:</font> to lay a foundation
zimpa	<font color=#2E8B57>ESP:</font> tradición/costumbre antigua\n<font color=blue>AYM:</font> sara, kustumpri\n<font color=#FF8C00>ENG:</font> ancient tradition/custom
zimpaz	<font color=#2E8B57>ESP:</font> tratar de mantener la tradición\n<font color=blue>AYM:</font> tirakipini kustumpri phuqhaña\n<font color=#FF8C00>ENG:</font> to try to maintain a tradition
zimpazñi	<font color=#2E8B57>ESP:</font> persona que trata de mantener la tradición\n<font color=blue>AYM:</font> kustumpri luriri\n<font color=#FF8C00>ENG:</font> person who tries to maintain a tradition
zims	<font color=#2E8B57>ESP:</font> almorzar\n<font color=blue>AYM:</font> manq'aña\n<font color=#FF8C00>ENG:</font> to have lunch
zinaliz	<font color=#2E8B57>ESP:</font> señalar, marcar\n<font color=blue>AYM:</font> siñalaña\n<font color=#FF8C00>ENG:</font> to brand, to mark
zinc'uz	<font color=#2E8B57>ESP:</font> enrollar, envolver soga\n<font color=blue>AYM:</font> sinktapiña\n<font color=#FF8C00>ENG:</font> to wind up string/rope
zinica	<font color=#2E8B57>ESP:</font> fangoso\n<font color=blue>AYM:</font> ñiq'iki\n<font color=#FF8C00>ENG:</font> muddy, miry
zinica	<font color=#2E8B57>ESP:</font> río helado\n<font color=blue>AYM:</font> jawira chhullunkatata\n<font color=#FF8C00>ENG:</font> frozen river
zinicchi	<font color=#2E8B57>ESP:</font> enfangado\n<font color=blue>AYM:</font> ñiq'i ñiq'i\n<font color=#FF8C00>ENG:</font> to be covered with mud
zinq'uiz	<font color=#2E8B57>ESP:</font> envolver soga\n<font color=blue>AYM:</font> sinktapiña\n<font color=#FF8C00>ENG:</font> to wind up rope
zinta	<font color=#2E8B57>ESP:</font> cinta\n<font color=blue>AYM:</font> sinta\n<font color=#FF8C00>ENG:</font> ribbon, band
zintalla	<font color=#2E8B57>ESP:</font> uno\n<font color=blue>AYM:</font> maya\n<font color=#FF8C00>ENG:</font> one
zinti	<font color=#2E8B57>ESP:</font> duro\n<font color=blue>AYM:</font> sinti\n<font color=#FF8C00>ENG:</font> hard
ziñi	<font color=#2E8B57>ESP:</font> huevo\n<font color=blue>AYM:</font> k'anwa\n<font color=#FF8C00>ENG:</font> egg
zipulla	<font color=#2E8B57>ESP:</font> cebolla\n<font color=blue>AYM:</font> siwulla\n<font color=#FF8C00>ENG:</font> onion
zipz	<font color=#2E8B57>ESP:</font> bigote\n<font color=blue>AYM:</font> chhunkha\n<font color=#FF8C00>ENG:</font> mustache
zirca	<font color=#2E8B57>ESP:</font> duna de arena\n<font color=blue>AYM:</font> ch'alla\n<font color=#FF8C00>ENG:</font> sand dune
zita	<font color=#2E8B57>ESP:</font> todo el día\n<font color=blue>AYM:</font> chhur intiru\n<font color=#FF8C00>ENG:</font> the entire day
ziwatu	<font color=#2E8B57>ESP:</font> cebada\n<font color=blue>AYM:</font> siwara\n<font color=#FF8C00>ENG:</font> barley
ziwi	<font color=#2E8B57>ESP:</font> época fría\n<font color=blue>AYM:</font> awtipacha\n<font color=#FF8C00>ENG:</font> cold season
ziwz	<font color=#2E8B57>ESP:</font> sombra\n<font color=blue>AYM:</font> ch'iwi\n<font color=#FF8C00>ENG:</font> shade
ziwz	<font color=#2E8B57>ESP:</font> poner rompevientas para atajar arena\n<font color=blue>AYM:</font> ch'iwxataña\n<font color=#FF8C00>ENG:</font> to place a windbreak to halt sand
ziz	<font color=#2E8B57>ESP:</font> saber, aprender\n<font color=blue>AYM:</font> yatiña, yatiqaña\n<font color=#FF8C00>ENG:</font> to know, to learn
ziz	<font color=#2E8B57>ESP:</font> acostumbrarse\n<font color=blue>AYM:</font> yatintasiña\n<font color=#FF8C00>ENG:</font> to get/be accustomed to
zjijcz	<font color=#2E8B57>ESP:</font> traer\n<font color=blue>AYM:</font> apaniña\n<font color=#FF8C00>ENG:</font> to bring
zkaaz = zkwaaz = skaaz	<font color=#2E8B57>ESP:</font> palo para apretar el tejido\n<font color=blue>AYM:</font> tila, sawu lawa\n<font color=#FF8C00>ENG:</font> stick to help tighten the weave
zkajtz	<font color=#2E8B57>ESP:</font> remangar\n<font color=blue>AYM:</font> llintsuña\n<font color=#FF8C00>ENG:</font> to roll up (sleeves, pantlegs)
zkala	<font color=#2E8B57>ESP:</font> chacra\n<font color=blue>AYM:</font> yapu\n<font color=#FF8C00>ENG:</font> field
zkalapuna	<font color=#2E8B57>ESP:</font> tipo de alga\n<font color=blue>AYM:</font> laqhu, yuyu\n<font color=#FF8C00>ENG:</font> type of alga
zkalinz	<font color=#2E8B57>ESP:</font> masticar alimentos para bebes/crías\n<font color=blue>AYM:</font> muxch'iña, lakant manq'ayaña\n<font color=#FF8C00>ENG:</font> to chew food for baby/offspring
zkals = zkwalz	<font color=#2E8B57>ESP:</font> levantar ropa (para pasar un río)\n<font color=blue>AYM:</font> isi aptaña, llintsuña\n<font color=#FF8C00>ENG:</font> to lift clothes (to cross a river)
zkara	<font color=#2E8B57>ESP:</font> izquierdo\n<font color=blue>AYM:</font> kupi\n<font color=#FF8C00>ENG:</font> left
zkaranta	<font color=#2E8B57>ESP:</font> a la izquierda\n<font color=blue>AYM:</font> chiqaru\n<font color=#FF8C00>ENG:</font> left, to the left
zkarapalta	<font color=#2E8B57>ESP:</font> marca de dos cortes en oreja izquierda\n<font color=blue>AYM:</font> kupi ati\n<font color=#FF8C00>ENG:</font> two pieces cut out of animal's left ear to mark ownership
zkari = zkwari	<font color=#2E8B57>ESP:</font> planta acuática comestible\n<font color=blue>AYM:</font> uqhururu\n<font color=#FF8C00>ENG:</font> an edible water plant
zkat kojch	<font color=#2E8B57>ESP:</font> soga de cinco hilos\n<font color=blue>AYM:</font> wiskha\n<font color=#FF8C00>ENG:</font> rope of five threads
zkata	<font color=#2E8B57>ESP:</font> garrapata\n<font color=blue>AYM:</font> jamak'u\n<font color=#FF8C00>ENG:</font> tick, mite
zkata	<font color=#2E8B57>ESP:</font> soga de cinco hilos\n<font color=blue>AYM:</font> wiskha\n<font color=#FF8C00>ENG:</font> rope of five threads
zkatz	<font color=#2E8B57>ESP:</font> doblar, aplastar\n<font color=blue>AYM:</font> sukt'aña\n<font color=#FF8C00>ENG:</font> to double, to bend, to crush
zkayta	<font color=#2E8B57>ESP:</font> Caiti (ave)\n<font color=blue>AYM:</font> qayti\n<font color=#FF8C00>ENG:</font> Andean Avocet (bird)
zkaza	<font color=#2E8B57>ESP:</font> sobras (comida)\n<font color=blue>AYM:</font> puchu\n<font color=#FF8C00>ENG:</font> leftovers (food)
zkazarara	<font color=#2E8B57>ESP:</font> sobras con saliva\n<font color=blue>AYM:</font> manq'arata\n<font color=#FF8C00>ENG:</font> leftovers with saliva on them
zke ecz	<font color=#2E8B57>ESP:</font> asustarse\n<font color=blue>AYM:</font> ancha mulla apjaña\n<font color=#FF8C00>ENG:</font> to be scared
zkejkz = zkjekz	<font color=#2E8B57>ESP:</font> atragantarse, atorarse\n<font color=blue>AYM:</font> q'ultayasiña\n<font color=#FF8C00>ENG:</font> to choke
zkejpz	<font color=#2E8B57>ESP:</font> poner al revés\n<font color=blue>AYM:</font> llinq'suña, llintsuña\n<font color=#FF8C00>ENG:</font> to turn inside out
zkekz	<font color=#2E8B57>ESP:</font> ahorcar, morir por atragantamiento\n<font color=blue>AYM:</font> ñach'ant'aña\n<font color=#FF8C00>ENG:</font> to hang, to choke to death
zkira	<font color=#2E8B57>ESP:</font> sarna (personas)\n<font color=blue>AYM:</font> qarachi\n<font color=#FF8C00>ENG:</font> scabies
zkizi	<font color=#2E8B57>ESP:</font> cuero\n<font color=blue>AYM:</font> lip'ichi\n<font color=#FF8C00>ENG:</font> hide, leather
zkjawjkz	<font color=#2E8B57>ESP:</font> romperse, rajarse\n<font color=blue>AYM:</font> p'akisiña\n<font color=#FF8C00>ENG:</font> to crack (by fingernails or toes); to have a hangnail
zkjejpla = zpjejjkla	<font color=#2E8B57>ESP:</font> cerebro\n<font color=blue>AYM:</font> lixwi\n<font color=#FF8C00>ENG:</font> brain
zkjejra = zkjejza	<font color=#2E8B57>ESP:</font> plato llano\n<font color=blue>AYM:</font> phuqha chuwa\n<font color=#FF8C00>ENG:</font> plate
zkjejz	<font color=#2E8B57>ESP:</font> resbalar\n<font color=blue>AYM:</font> llust'aña\n<font color=#FF8C00>ENG:</font> to slip
zkjejza = zkjejra	<font color=#2E8B57>ESP:</font> plato llano\n<font color=blue>AYM:</font> phuqha chuwa\n<font color=#FF8C00>ENG:</font> plate
zkjejzkatz	<font color=#2E8B57>ESP:</font> hacer resbalar, hacer desviar con engaño\n<font color=blue>AYM:</font> llust'ayaña\n<font color=#FF8C00>ENG:</font> to cause to slip, to mislead
zkjekz = zkejkz	<font color=#2E8B57>ESP:</font> atragantarse, atorarse\n<font color=blue>AYM:</font> q'ultayasiña\n<font color=#FF8C00>ENG:</font> to choke
zkoa	<font color=#2E8B57>ESP:</font> salitre\n<font color=blue>AYM:</font> qullpa\n<font color=#FF8C00>ENG:</font> mineral salts
zkoka	<font color=#2E8B57>ESP:</font> renacuajo\n<font color=blue>AYM:</font> aqhullu\n<font color=#FF8C00>ENG:</font> tadpole
zkomz	<font color=#2E8B57>ESP:</font> apretar\n<font color=blue>AYM:</font> q'apiña\n<font color=#FF8C00>ENG:</font> to squeeze
zkomz	<font color=#2E8B57>ESP:</font> aplastar\n<font color=blue>AYM:</font> p'altjaña, ñitthapiña\n<font color=#FF8C00>ENG:</font> to crush
zkomz	<font color=#2E8B57>ESP:</font> estrangular\n<font color=blue>AYM:</font> ñiqhthaphiña\n<font color=#FF8C00>ENG:</font> to strangle
zkoñi	<font color=#2E8B57>ESP:</font> boleadoras\n<font color=blue>AYM:</font> liwi\n<font color=#FF8C00>ENG:</font> bolas
zkora	<font color=#2E8B57>ESP:</font> serpiente\n<font color=blue>AYM:</font> asiru\n<font color=#FF8C00>ENG:</font> snake
zkutu	<font color=#2E8B57>ESP:</font> ávaro\n<font color=blue>AYM:</font> chacha\n<font color=#FF8C00>ENG:</font> greedy
zkuwaranta	<font color=#2E8B57>ESP:</font> zurdo\n<font color=blue>AYM:</font> ch'iqanchu\n<font color=#FF8C00>ENG:</font> left-handed
zkuwaranta	<font color=#2E8B57>ESP:</font> soga torcida hacia la izquierda\n<font color=blue>AYM:</font> wiskha kupir lurata\n<font color=#FF8C00>ENG:</font> rope twisted to the left
zkuwaranta	<font color=#2E8B57>ESP:</font> por la izquierda, a la izquierda\n<font color=blue>AYM:</font> kupiru\n<font color=#FF8C00>ENG:</font> on the left, to the left
zkwaaz = zkaaz = skaaz	<font color=#2E8B57>ESP:</font> palo para apretar el tejido\n<font color=blue>AYM:</font> tila, sawu lawa\n<font color=#FF8C00>ENG:</font> stick to help tighten the weave
zkwalz = zkals	<font color=#2E8B57>ESP:</font> levantar ropa (para pasar un río)\n<font color=blue>AYM:</font> isi aptaña, llintsuña\n<font color=#FF8C00>ENG:</font> to lift clothes (to cross a river)
zkwaranta chiichiiñi	<font color=#2E8B57>ESP:</font> chismoso\n<font color=blue>AYM:</font> impustira\n<font color=#FF8C00>ENG:</font> gossipy
zkwari = zkari	<font color=#2E8B57>ESP:</font> planta acuática comestible\n<font color=blue>AYM:</font> uqhururu\n<font color=#FF8C00>ENG:</font> edible water plant
zkwarinz	<font color=#2E8B57>ESP:</font> criar\n<font color=blue>AYM:</font> uywaña\n<font color=#FF8C00>ENG:</font> to raise
zmali	<font color=#2E8B57>ESP:</font> fuerte\n<font color=blue>AYM:</font> ancha\n<font color=#FF8C00>ENG:</font> strong, hard
zmalitama	<font color=#2E8B57>ESP:</font> grupo grande\n<font color=blue>AYM:</font> ancha\n<font color=#FF8C00>ENG:</font> large group
zmatji	<font color=#2E8B57>ESP:</font> rótula\n<font color=blue>AYM:</font> muqu\n<font color=#FF8C00>ENG:</font> kneecap
zmaz	<font color=#2E8B57>ESP:</font> codiciar\n<font color=blue>AYM:</font> munaña\n<font color=#FF8C00>ENG:</font> to covet
zmeclu	<font color=#2E8B57>ESP:</font> labio grueso\n<font color=blue>AYM:</font> phatutaka\n<font color=#FF8C00>ENG:</font> big lip
zmijrñi	<font color=#2E8B57>ESP:</font> persona que habla poco de otra lengua\n<font color=blue>AYM:</font> khakha\n<font color=#FF8C00>ENG:</font> person who can speak a little of another language
zmijrz	<font color=#2E8B57>ESP:</font> hablar poco de otra lengua\n<font color=blue>AYM:</font> khakhaña\n<font color=#FF8C00>ENG:</font> to speak only a little of another language
zoko	<font color=#2E8B57>ESP:</font> viento como deidad\n<font color=blue>AYM:</font> sarayiri, wayra tata\n<font color=#FF8C00>ENG:</font> wind deity
zok'o	<font color=#2E8B57>ESP:</font> recto\n<font color=blue>AYM:</font> chiqpa\n<font color=#FF8C00>ENG:</font> straight
zona	<font color=#2E8B57>ESP:</font> manso (personas + animales)\n<font color=blue>AYM:</font> mansu\n<font color=#FF8C00>ENG:</font> gentle (persons), tame (animals)
zonanskat	<font color=#2E8B57>ESP:</font> amansar\n<font color=blue>AYM:</font> mansuña, mansuptaña\n<font color=#FF8C00>ENG:</font> to tame
zowa	<font color=#2E8B57>ESP:</font> ave acuática que no vuela ni anda\n<font color=blue>AYM:</font> chhuqha\n<font color=#FF8C00>ENG:</font> a waterbird that doesn't fly or walk
zpjejjkla = zkjejpla	<font color=#2E8B57>ESP:</font> cerebro\n<font color=blue>AYM:</font> lixwi\n<font color=#FF8C00>ENG:</font> brain
zpjijli	<font color=#2E8B57>ESP:</font> agua salada\n<font color=blue>AYM:</font> k'aralla\n<font color=#FF8C00>ENG:</font> salt water
zpjijtñi	<font color=#2E8B57>ESP:</font> plata, dinero\n<font color=blue>AYM:</font> qullqi\n<font color=#FF8C00>ENG:</font> money
zpjijtñi	<font color=#2E8B57>ESP:</font> moneda antigua\n<font color=blue>AYM:</font> qullqi\n<font color=#FF8C00>ENG:</font> ancient coin
zpjijtñi	<font color=#2E8B57>ESP:</font> brillo de un tapado\n<font color=blue>AYM:</font> qullqi\n<font color=#FF8C00>ENG:</font> shine of a burried treasure
zquejpz	<font color=#2E8B57>ESP:</font> sacar punta, afilar, cincelar\n<font color=blue>AYM:</font> arichaña\n<font color=#FF8C00>ENG:</font> to sharpen, to chisel
zquejrz = zcwejrz	<font color=#2E8B57>ESP:</font> cambiar de dirección, soplar de todas las direcciones (viento)\n<font color=blue>AYM:</font> mayjst'aña, taqi tuqut wayri\n<font color=#FF8C00>ENG:</font> to change directions, to blow from all directions (wind)
zquicha	<font color=#2E8B57>ESP:</font> rana\n<font color=blue>AYM:</font> tuqu jamp'atu\n<font color=#FF8C00>ENG:</font> frog
zquijrz	<font color=#2E8B57>ESP:</font> desgastar la madera\n<font color=blue>AYM:</font> tukuña\n<font color=#FF8C00>ENG:</font> to damage wood (when working on it)
zquiti	<font color=#2E8B57>ESP:</font> ropa\n<font color=blue>AYM:</font> isi\n<font color=#FF8C00>ENG:</font> clothes
zuc'a	<font color=#2E8B57>ESP:</font> surco, fila (de maíz etc.)\n<font color=blue>AYM:</font> suk'a\n<font color=#FF8C00>ENG:</font> trench, row (of corn kernels, etc.)
zucarpayz	<font color=#2E8B57>ESP:</font> regar sangre de sacrificio\n<font color=blue>AYM:</font> wil wararpaña\n<font color=#FF8C00>ENG:</font> to sprinkle the blood of a sacrifice
zuchu	<font color=#2E8B57>ESP:</font> parapléjico\n<font color=blue>AYM:</font> jan jiptiri, jan unuqtiri\n<font color=#FF8C00>ENG:</font> paraplegic
zujriz	<font color=#2E8B57>ESP:</font> sufrir\n<font color=blue>AYM:</font> t'aqisiña\n<font color=#FF8C00>ENG:</font> to suffer
zultira	<font color=#2E8B57>ESP:</font> soltera\n<font color=blue>AYM:</font> sultiru\n<font color=#FF8C00>ENG:</font> unmarried woman
zultiru	<font color=#2E8B57>ESP:</font> soltero\n<font color=blue>AYM:</font> sultiru\n<font color=#FF8C00>ENG:</font> bachelor
zultu	<font color=#2E8B57>ESP:</font> libre, sin responsabilidades\n<font color=blue>AYM:</font> jan khitini\n<font color=#FF8C00>ENG:</font> free, without responsibilities
zullñi	<font color=#2E8B57>ESP:</font> una que aborta\n<font color=blue>AYM:</font> sulluyaña\n<font color=#FF8C00>ENG:</font> one who has an abortion
zullz	<font color=#2E8B57>ESP:</font> abortar\n<font color=blue>AYM:</font> sulluña\n<font color=#FF8C00>ENG:</font> to have an abortion
zuma	<font color=#2E8B57>ESP:</font> de calidad, bueno, amable\n<font color=blue>AYM:</font> suma\n<font color=#FF8C00>ENG:</font> of good quality, good, kind
zumallat	<font color=#2E8B57>ESP:</font> muy despacio\n<font color=blue>AYM:</font> sumallat\n<font color=#FF8C00>ENG:</font> very slow
zumat	<font color=#2E8B57>ESP:</font> despacio\n<font color=blue>AYM:</font> sumat\n<font color=#FF8C00>ENG:</font> slow
zumsira	<font color=#2E8B57>ESP:</font> muchos\n<font color=blue>AYM:</font> sumsira\n<font color=#FF8C00>ENG:</font> a lot of, many
zunq'uita = zunt'ita	<font color=#2E8B57>ESP:</font> revolcado en el fango\n<font color=blue>AYM:</font> sult'ita\n<font color=#FF8C00>ENG:</font> wallowed
zuq'uita	<font color=#2E8B57>ESP:</font> fila ordenada\n<font color=blue>AYM:</font> suk'antata\n<font color=#FF8C00>ENG:</font> ordered row
zuq'uiz	<font color=#2E8B57>ESP:</font> ordenar por filas\n<font color=blue>AYM:</font> suk'aña\n<font color=#FF8C00>ENG:</font> to arrange in rows
zura	<font color=#2E8B57>ESP:</font> ciego\n<font color=blue>AYM:</font> juykhu\n<font color=#FF8C00>ENG:</font> blind
zurti	<font color=#2E8B57>ESP:</font> suerte\n<font color=blue>AYM:</font> surti, awiyt'a\n<font color=#FF8C00>ENG:</font> fate, luck
zutpacha	<font color=#2E8B57>ESP:</font> más, mucho más\n<font color=blue>AYM:</font> sutpacha\n<font color=#FF8C00>ENG:</font> more, a lot more
zuyca	<font color=#2E8B57>ESP:</font> planta medicinal\n<font color=blue>AYM:</font> suyka\n<font color=#FF8C00>ENG:</font> a medicinal plant
zwjajlu	<font color=#2E8B57>ESP:</font> débil\n<font color=blue>AYM:</font> jan ch'amani\n<font color=#FF8C00>ENG:</font> weak
z̈aaz	<font color=#2E8B57>ESP:</font> levantarse de cama\n<font color=blue>AYM:</font> ikiña thuqhtaña\n<font color=#FF8C00>ENG:</font> to get out of bed
z̈aka	<font color=#2E8B57>ESP:</font> merienda\n<font color=blue>AYM:</font> quqawi\n<font color=#FF8C00>ENG:</font> snack
z̈awj wiri = z̈awjñi	<font color=#2E8B57>ESP:</font> enojón\n<font color=blue>AYM:</font> tiptasiri\n<font color=#FF8C00>ENG:</font> quick-tempered, touchy
z̈awjchi	<font color=#2E8B57>ESP:</font> enojado\n<font color=blue>AYM:</font> tiptata\n<font color=#FF8C00>ENG:</font> angry
z̈awjñi = z̈awj wiri	<font color=#2E8B57>ESP:</font> enojón\n<font color=blue>AYM:</font> tiptasiri\n<font color=#FF8C00>ENG:</font> quick-tempered, touchy
z̈awjwa z̈ijquinz	<font color=#2E8B57>ESP:</font> enojar\n<font color=blue>AYM:</font> tiptaña\n<font color=#FF8C00>ENG:</font> to make angry
