a	Aka arsuxa laka manqhata arsuña sallawa.
t'ikha	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> T'ikhaxa jiwa ch'ankhanakata k'achachañataki luratawa. Apnaqasiwa uywanakaru willk'iñataki, qarwaru, iwijaru jinchuta yawrimpi p'iysusawa warkuntapxi. <font color=blue>// Anata phaxsina uywaruwa t'ikha uskupxi. Mama Simukaxa qarwanakaru wali suma t'ikhañchatayna.</font>
t'ikhachiri	<font color=ForestGreen>sm.</font> <font color=ForestGreen>/</font> Mayni jila kullaka uñt'ata t'ikhachiriwa. Ayllunakasanxa uywanakata amtastanxa uka pachawa urt'ayaptana. Yaqhipa ayllunakana Anata, <i>San Juan</i> ukhamaraki <i>navidad</i> urunwa saranakarjama t'ikhachapxiri. T'ikhachañaxa suma samini ch'ankhanakata wakt'ayasawa qarwa allpachu, iwija uywanakaru jinchupa p'iysusa t'ikhachaña. <font color=blue>// Wilamasi taypinxa anatanwa uywanakaru t'ikhachapxta. Tata Satukuxa mara t'aqanwa uywanakaparu t'ikhanchapxi.</font>
t'ikhaña/t'ikanchaña/chhithkataña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> T'ikhañaxa uywanakaru jinchu p'iysutaru t'ikhanakampi chhithkatañawa. T'ikhañaxa utaru taqi kasta sirpintinampi, jani ukaxa yaqha jiwa yänakampi k'achachañawa. <font color=blue>// Anatanxa iwijanaka t'ikhachañawa. Ch'alla uruxa utanakaru t'ikhachapxi. </font>
t'imphiña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> Pullira thiyata katt'asisa yänaka apañawa. Warminakaxa pullira thiyata maya jani ukaxa paya amparampi katxarusa achunaka apapxi, juk'atsa waljatsa t'imphirarakispawa. <font color=blue>// Mamaja jawasa mä t'imphi waxt'awayitu. Tantachawiru sapa mayniwa ch'uqi t'imphimpi saraña.</font>
t'imphu	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> Manq'a phayatawa. T'imphuxa iwija waka aychata qhatsuta, ukata wayk'ampi siwullampi thixtata, ukaru arusa k'ajampi, ch'uñuphutimpi, ch'uqi muntaratampi phayatawa. <font color=blue>// Achachilaja t'imphu manq'iriwa. T'imphu alaqt'asiñani.</font>
t'imphuni	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> Jallupachawa uraqita umaxa t'imphuni, uma jalsuni ukawa. Ayllunakana jallu pachaxa qhuchi uraqinakata umaxa jalsu, kawkhanti waljpacha wallaqkaspasa ukaruwa uma t'imphuni sasa sutichata. <font color=blue>// Walja uma t'imphunakawa uñstarxatayna. </font>
t'iñiña/phiñasiña/thithiña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> T'iñiñaxa kunasa jani walïpana thithiñawa. Jani kuna luraña utjipana jaqixa thithiraki, yaqhipa pachaxa ina ch'usataki t'iñipxaraki. <font color=blue>// Yaqhipa jila kullakanakaxa mäkiwa kunatsa t'iñiña yatipxi. Waynaxa yaqhipa pachaxa thithisawa sarnaqi. Marka irpirixa ch'axwanaka ist'asa walpini phiñasi.</font>
t'inkha	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> Kuna churatata, luratata, aljatata luqtañawa. Nayra pachanaka yatiri jilïri irpirinakawa t'inkha mayipxirïna. Jichha pachanakanxa umañakiwa mayitaxaraki, ukatxa janiwa pachpa saranakarjama sartayatäxiti. <font color=blue>// Irnaqawi t'inkhaxa wali sumawa. Thuqt'awita t'inkhanaka luqtapxiwa.</font>
t'iqi	<font color=ForestGreen>sm.</font> <font color=ForestGreen>/</font> Waliphuqhataki. Piqutaxa wali t'iqintatawa. Jisk'a wawanakasa jacha jaqinakasa jisk'a wiskhumpi uchasitaxa wali t'iqiwa, ukaxa usuyasirakiwa. Wayna tawaqunaka janisa jach'pacha isixa utjkaspa ukhama t'iqi isinaka alasipxi, niyasa ch'iyjtirjamawa sarnaqapxi. <font color=blue>// T'iqi isintatawa uka tawaquxa. Wali t'iqintata piqutaxa ust'ayasiwa. </font>
t'iri	<font color=ForestGreen>sm.</font> <font color=ForestGreen>/</font> Janchi jakthapita. Usuchjata janchinakawa t'iri jakaña yati. T'irixa kuna q'alljatasa, ch'iyjatasa, kharjatasa, qhana uñjkañpacha, qhanpacha jakatawa. Janiwa askïkiti ajanuna t'iri utjañapa, jani wali jaqïtapa amuyasispa. Kharintasna, usuchjasna uka pachanakawa janchixa t'iri jakthapiraki, jani ukhamañapatakixa jichha pachanakanxa aski qullatawa. Jaqixa jaqusisa usuchjasi kuna janchinaksa ch'iyjasi, ukata janchixa jani suma nayra janchipjama jakxiti. <font color=blue>// Achachilaxa iwija anakisawa jaqusitayna, jichhaxa kayupaxa t'iriwa jakani. Anu achuqataxa wali t'iriwa jakirïtayna. Tata Satukuxa ajanu khart'ayasitayna ukata jichhaxa uñnaqapa t'irïxi.</font>
t'iriña/ch'ukuña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> Tiriñaxa yawrimpi jani ukaxa kuna junt'iri yämpisa ch'ukhuntasa isi achthapiyañawa. Jichha pachanxa warminakaxa mantanaka acht'ayañataki t'iriña wali apnaqapxi. <font color=blue>// Warminakaxa wali suma t'iriña yatipxi. Mamaja yawrimpi phullu ch'ukt'aña yati. </font>
t'isaña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> T'arwa t'isjañawa. Amparampi kuna t'arwsa q'ala sikhanuqañawa. Qapuri taykanaka t'aja t'arwanakata t'isjasa t'isjasawa aski jiyt'asjama khuskhachasa qapupxi. T'isjasaxa q'añunaksa apanukuña, qarwa t'awrsa, iwija t'arwsa suma ajllsuñawa. <font color=blue>// Imillaxa qarwa t'arwa t'isaña yatiwa. Suma t'isarata t'arwaxa jasakiwa qapt'aña. </font>
t'isi	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> Asu wawanakaru nasaparu jurma phuqhrantatawa.  Jisk'a asu wawanaka t'isimpi ususpawa, jisk'a nasapana jurmawa qhirkintaña yati ukhamata janiwa samsuña atipxkiti, ukatawa taykapaxa mawk'a lichipampi qullañataki chaqt'ayaña yati. Wawana jani t'isintañapataki janiwa wila ch'axmini warminakampi uñxatayañäkiti, ukatawa wawanakaru t'isintiri. <font color=blue>// Wawaxa ñakakiwa samsuski t'isintatawa. </font>
t'iskuña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> Kawkirusa jalampi jalaña. Wayna tawaqunakaxa mäkiwa atipasiñataki t'isktawaña yatipxi. Uywanakasa sustjataxa tiskt'apxiwa. Uywanakatxa wali juk'aki t'isktirinaka utjaraki. Jaqinakatxa uñt'atakiwa wali t'iskurinaka. <font color=blue>// Awkixa t'iskusa sarnaqiriwa. Wawankaxa wali t'isku t'iskukiwa yatiña utaru sarantapxi. </font>
t'ili/jisk'a	<font color=ForestGreen>sm.</font> <font color=ForestGreen>/</font> Jisk'a tansa jaqiwa. Sullka wawawa. Uywanakasa jisk'a t'ilinakawa utjaraki. <font color=blue>// Jani suma manq'iri uywaxa t'iliki qallu uywiri. Juwanchuna warmipaxa t'ilikiwa taykapata jutatawa.</font>
t'isnu	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> Ch'ankhata juch'usa sawutanaka jani ukaxa k'anatanaka. Tisnuxa tantiyu jisk'a juch'usa ch'ankha, taqi kasta saminaka ch'ankhata amparampi sawutawa. Warminakawa pullira katt'ayañataki chinusipxi. Tawaqunakaxa aski saminchata ch'ankhanakata jiwa aski saltanakani pullira chint'asiñataki k'ansusipxi. Warminakaxa pullira chinusiñataki ch'ankhata lurapxi. <font color=blue>// Mamaja Jiwaki t'isnu sawuski. Kullakajaxa machaqa tisnu alanitayna. T'isnuxa jiwakirakisa, khawkhatsa alasinta.</font>
t'ixiña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> Thantha wariranakata t'ixiña. Ayllunakasanxa thantha isinakata piquta t'ixitampi anatapxi. Thantha isinakata t'ixisa kurji (qamichu, chanaku) ikiñataki wakichataraki. <font color=blue>// Wawanakaxa piquta t'ixitampiwa anatasipxi. </font>
t'ixita	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> Yänaka t'ixita. Isinaka t'ixita. Jichha pachanakana uywanakaru, jaqinakaru uñtata wawanakana anatasiñapataki t'ixitaraki. Janiwa isitaki t'ixitäkiti jani ukaxa uywa lip'ichinakata t'ixitaraki. <font color=blue>// Awichajaxa khumuña karuna t'ixitayna. Yatiqaña utanxa wawanakawa wali jach'a piquta t'iqipxatayna. </font>
t'uji	<font color=ForestGreen>sm.</font> <font color=ForestGreen>/</font> Wañsuta ch'iji taksutawa. Uraqixa wali waña qhuluki, jani uywasa awatiñjamawa. <font color=blue>// Achachilaxa t'uji uraqiru jaqusi. Janiwa t'ujinakaru winkuñäkiti, t'ujirarakiwa sartxaña.</font>
t'uku	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> Jaqiru mä akatjamata jani amuyasisa jiwatjama amukt'ayiri p'iqi usuwa. T'uku usuni jila kullakaxa kuna pacharusa sartayasipxakiwa, t'uku usunixa jaqusisawa luqhinakjama thawisipxi, Ukhamaraki laka, laxra p'atarasi. Janiwa ancha sapaxa sarnaqañapäkiti, kawkhansa usupaxa sartakispawa, wakisiwa uka pachanaka yanapt'aña. Janiwa qullapaxa utjkarakiti. Sarasanxa chiñi wilawa umaña sapxarakiwa. Pata suni uraqinakana maya jamach'iwa alaxpachana tuykasa mayaki sayt'i ukaruxa t'ukuwa sataraki. <font color=blue>//  Allqamari k'awnawa ukataki qulla siwa. Waynaxa t'uku usuniwa sapxiwa.</font>
t'ukuña/sayaña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> T'ukuña t'uku usumpi usuntañawa. <font color=blue>// Jaqixa mä akatjamaki jiwatjama jaqiru sustjirjama jaqutattawayi. Yälajaxa kunasa sustji t'ukuña yati. Walikiwa jutaskäna, mayaki t'ukuwayi.</font>
t'ukurayaña	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> Samart'aña, sisinkhata t'ukurayaña. T'ukuñaxa jaqiwa mä chiqaru qunusa kayusa jani sartañjama usuyi. Kuna kayusa amparasa ancha sarnaqata, apnaqata, jani uñxtkiri qaritjama t'ukuyasipxi. Kuna pachati jaya sarata, wali q'ipt'ata sarata, wali irnaqata ukata ampara, kayu qaritätapata t'ukurayaña. Kayu sisinkhi ukapachaxa janiwa uñxtayañjamäkiti ukatawa k'achhata t'ukurayaña. <font color=blue>// Jilajaxa k'añaskuru sarxatawasa jani unuqisawa saratayna, jichhaxa kayupa t'ukutawa. Kayuwa t'ukutu.</font>
t'ukha/tixi/taxa	<font color=ForestGreen>sm.</font> <font color=ForestGreen>/</font> T'ukhaxa jaqisa, uywasa jani ch'amani ina tixikiwa. Uywanaka usuntasa t'ukhartaspawa. Uywachirinakaxa uywanakapa aljasiñataki ch'amthapiyasawa chaniparu aljasipxi. <font color=blue>// T'ukha jani aychani iwijaxa aychasa jani manq'añjamawa. Uka iwijaxa t'ukhawa. </font>
t'ula	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> T'ulaxa mä ñak'a phara aliwa. T'ulaxa suni uraqinakana, qullu uraqinakana achuriwa. T'ula alinaka thayana jakiri aliwa. Taqi kastawa t'ulaxa, urqu t'ula, qachu t'ula, ñak'a t'ula, sup'u t'ula juk'ampinaka utji. <font color=blue>// T'ulaxa apnaqasiwa manq'a phayasiñataki, jaqixa jallu pachanxa t'ula wali apnaqapxi. Kullakaja t'ula phayañataki apanitayna. T'ulaxa ch'akha p'akita qulliriwa siwa. </font>
t'ullkhu	<font color=ForestGreen>sm.</font> <font color=ForestGreen>/</font> T'ullkhuxa kuna qaputasa, k'anthitasa ancha millk'tatawa. Ch'ankhaxa qapusa, k'anthasawa t'ullkhuta. <font color=blue>// T'ullkhu ch'ankhata isinakaxa saykirikiwa sawuta ukhamaraki p'itata. Imilla t'ullku k'anthitayna. Ch'ankha k'anthitaxa ancha t'ullkhuwa. </font>
t'una/jisk'anaka	<font color=ForestGreen>sm.</font> <font color=ForestGreen>/</font> T'unaxa kunasa jisk'anakaki ukhamaraki jisk'a q'añunakaru, jisk'apacha achunakaru, juk'a chanini qullqinaka. Jaqixa utana khuchhichata pichthapisa mä chiqaru jaqtañataki tantachthapi. Yaqhipa maranakaxa jisk'pachakiwa achunaka achuraki, ukatawa sataraki, jichha maraxa t'unaratawa. Qhatunakana aka aruxa arsuta, jila chanini qullqinakawa juk'a chanini qullqinakaru turktasiña alasiñataki ukaruwa t'una qullqinaka sutichataraki. Uka t'unanakaxa apthapisa, pichthapisa ninampi nakhantayataxaspa ukhamata uraqinakaru wanunchañataki sumaspawa. <font color=blue>// Achachilaxa t'una pallthapiriwa sari. Jani jallxipanxa ch'uqixa t'unakiwa achuri. T'una waranukunma. </font>
t'unjaña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> Maya jach'pacha jisk'anakaru tukuyañawa, jani ukaxa wakiskiritakiwa t'unjata. <font color=blue>// Umatawa liwxatasa ñiq'i phukhuna chuwanakapa t'unjatayna. Mirq'i pirqanaka wakisiwa t'unjaña ukhamata machaqa pirqa sayt'ayxañataki. Jaqinakaxa uta t'unsupxatayna. Jisk'a wawanakaxa ñiq'i chuwanaka t'unjapxatayna.</font>
t'ursuña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> Yaqhipa uywanakawa t'ursuña yatipxi. Laka ch'akhani uywanakawa t'ursuña yatipxi, utanakana achaku isinaka t'ursuña yati, uka t'ursutampi wawachañataki thapachasiri, ukhamaraki jisk'a lakapampi manq'añanaka t'ursupxi. Aruma sarnaqiri jisk'a laqunakaxa laphinaka t'ururasa manq'apxi, ukhamaraki uraqi thiyanakana sarnaqkasa jawasa misturata alinaka t'ururasa jiwsuyapxi, ukata kunaymani t'ursuri jisk'a laq'unakawa utji. <font color=blue>// Achakuwa ikiña t'ursutayna. Chhakaxa alwirja alsutatjama t'ururatayna.</font>
t'uruña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> Jamp'i t'uruña. qhulu jamp'inaka laka ch'akhanakampi t'unjasa manq'añawa. Jaqisa uywasa t'urupxarakiwa. Amuyt'añani, kuna pachasa maya qala kuyu waña jawasa, siwara arkutaru makhatasa jawasa achumpacha t'urunti. Ukhamaraki jaqixa uka waña juyranaka jiwk'ita jamp'isawa laka ch'akhampi t'urupxi, laka ch'akhanaka ch'amanchasiñataki. <font color=blue>// Anunakaxa kuna ch'akhanaksa t'urupxapuniwa. Jawasa, tunqu, laka ch'akhampi t'urjasa manq'aña. Nayaxa qhulu t'ant'a t'uruntäxa. Anujaxa mä ch'ullqhi ch'akha t'uruskäna. </font>
t'urusiña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> Thithiña achusiña. Maynitaki sapaki jani ukaxa kunatsa thithiña. T'urusiri jila kullakaxa amukiwa sarnaqasa sapaki laka manqhapana achusiña yati. Yaqhipa pachaxa janiwa kunatsa t'urusi uka yatitäkiti. <font color=blue>// Jach'a tataxa tantachawina wali t'urusi. Uka warmixa walpini chachapataki t'urusi.</font>
t'usu/janchi	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> T'usuxa qunquri qhipäxata aynachawjawa, lankhu kayu ukawa. Nayra maranakana tawaqunakaxa ukata pullira ist'atäpxana, waynanakaxa tawaquna t'usupa uñch'ukipxirïna ukhamarusa tawaqunakaxa suma kayupa jarisipxirïna. <font color=blue>// Piquta anatasina kayu t'usuru takintayasta. Piquta anatirinakana, yaqhipa jalnaqirinakana qhanawa t'usuxa jach'pacha amuyasiraki. Tawaqunakaxa wali t'usunipxiwa.</font>
t'uxintaña/t'uxuntaña/ liq'intaña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> Amparampi jani ukaxa kuna yämpisa t'uxintaña. Jani amuyumpi apnaqasawa maya jiru phukhu manqharu t'uxintataspa. <font color=blue>// K'añasku apnaqiriwa tupantasina maya pirqa t'uxintaspa. Mayaxa phayasawa maya k'awna thixiñataki amparampi t'uxintaspa, ch'amampi ch'akhuntasawa t'uxintaspa. Markachirinakaxa pirqa t'uxintapxatayna. </font>
t'uxpi	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> T'axwisiri tantachawina t'uxpintiri. Maya jila kullakaxa jani aski apnaqasa kunjamsa apthapisiraki ukata thaqasaxa wali luqhiwa t'uxpisi. Tantachanakana suma sarantkasina mayja arunakampi tuxpinti ukhamata jani jank'aki tukuyatäxarakiti. <font color=blue>// Machata jaqixa wali t'uxpiwa.</font>
t'uxsuña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> Amparampi nuksusa t'uxsuña. Ch'amampi jani ukaxa kunapi jaqt'asasa t'uxsuña. Limthapisa amparampi nuksusawa jiphillanakata uywa wanunakaxa t'uxsuña. <font color=blue>// Uta punku t'uxsupxatayna.</font>
t'uxu	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> Uta pirqana uchasiñataki wakichatawa. Nayra pachanaka phayasiña utana t'uxu phukhunaka pirqaru lluch'intapxirïna, kuna yänaka uchañataki ukaruwa t'uxu sasa sutichata. Khitinakasa uraqi p'iyasa mantapxi qhuyata apsuniñataki jupanakawa jani p'iqi usuchjasiñataki uchasipxi. <font color=blue>// Thakhi iramana wali t'uxunaka lurapxatayna. T'uxunakaru jaqinakaxa kunanaksa imasipxi.</font>
t'uyuña/t'uyu	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> T'uyuñaxa warminakaru thuquyasa wali muyjayañawa. Pullira uchasiri warminakawa qapjama thuqhuñana t'uyt'apxi sapxarakiwa, chhiqhani uywanaka alayaru thuqtawayi. Jamach'i t'uytawayi. <font color=blue>// Awichajaxa t'uyuña pullira alanitayna. Waka wakana thuqhuri warminakaxa wali t'uyupxi.</font>
uchukulu	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> Jisk'pacha jawasawa. Achu qhulu aruta juti. Uchukuluxa waña uraqina achuri kasta ch'imi jawasawa. Uchukulu jawasaxa qullu iramanakana jani ancha jallu umampi achuriwa, ukhamaraki jisk'a tunqunakaru sutichata. <font color=blue>// Qhulu uraqina achuri kasta tunquwa. </font>
ujuña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> Ujuñaxa thaya pachanakana sartiri. Jisk'a jani uñjkaya laq'unakawa sunquru manqharu samana chika sarti, ukatawa uka manqhinakana niya ch'uxña, q'illu jurma llawsaru uñtata tukuraki. Jani aski samsuñjamätapata ujusiña ujusiñawa jutaraki uka llawsa apsuñataki. Ujuñaxa atata samana phuqhuta mistu, k'ispiña phayastana ukana jujurimpikiwa qhatiyaña, jiq'iri jach'a qullunakana ujupaxa wali qhatiririwa mä ch'ixtaspuchuwa nakhantistaspa. <font color=blue>// Tisiku usu katunakawa ujupxi. Jik'i ch'uxu.</font>
uka	<font color=ForestGreen>sm.</font> <font color=ForestGreen>/</font> Uñachayaña. Uka aruxa chiqt'añatakiwa, kawkhankisa ukankiwa, chiqapa uñacht'ayañatakiwa. Ukhamarakiwa saña muni juma jak'anki uka yänaka uñachayaña, jaqinakaru uywanakaru sartataparjama, uñtataparjama sutichataspa. <font color=blue>// Uka wislla apanita, uka chuwa t'uxuru uchma.</font>
ukäka	<font color=ForestGreen>lm.</font> <font color=ForestGreen>/</font> Ukäkaxa janiwa sumpacha uñachaykiti. Ukäkanakana jakaspa, ukäkanakana sarnaqaskaspa. Janiwa sumpacha uñachaykiti, jani ukxa amuyt'ayiwa. Kawkhanakana sarnaqañaki, qamañaki ukanakawa, payiwa janiwa kawkhankatapasa yatiskiti. <font color=blue>// Janiwa yatiskiti, qarwanakaxa ukäkankchiya, ukäkankpachawa thaqtakimaya. </font>
ukañkama	<font color=ForestGreen>am.</font> <font color=ForestGreen>/</font> Ukañkamaxa janïra lurkasa yaqhanaka irnaqaña, mä qawqha k'atanaka ucht'asiña aruskipat'añataki. <font color=blue>// Janïra taqini purinipki ukañkama phawtkañani, manq'a qhathiñkama yatiyawinaka ullartkä.</font>
ukankaña	<font color=ForestGreen>ar.</font> <font color=ForestGreen>/</font> Pachaparjama ukankañawa. Kunaymanitawa jawst'ata amtata jikisiñataki ukaru phuqhañataki ukankaña, ukhamataraki maya jaqi uñt'ayasi. Yaqhipa jaqinakaxa janiwa pachaparu ukankaña yatktanti.
ukch'a	<font color=ForestGreen>st.</font> <font color=ForestGreen>/</font> Ukch'axa yänaka utjirinakata maya tupuwa. Ukaxa uñachayiwa qawqsa irnaqañapa, apaniñapa jani ukaxa wakiskiri khuchhuqaniñapa, wikhaqaniñapa, jawq'aqaniñapa, kunataki wakischi ukhamarjama mayiñataki. <font color=blue>// Niya pusi kustala ch'uqi jathatakjamawa qhullinïta. Ukch'a janiwa juk'ampi thuriñamaxiti, ukakamakiwa tuksuña. Ukch'anakaki achunakaxa achutayna, inapuniwa nuwasiskapxi ch'ama chikatawa ukch'apuni. </font>
ukch'pacha/maypacha/taqpacha/ukch'a	<font color=ForestGreen>sm.</font> <font color=ForestGreen>/</font> Ukch'pachaxa taqpacha jani apaqata. Uraqina irnaqañatakiwa arsuta, ukch'pacha yapuchañataki qhullsunita, ukch'pacharuwa kuka ayrunaka ayruntaña, yaqhi pacha wawanaka ukch'pacha t'ant'a muni, awki taykanakaxa amanuta amtayaraki wawaparu ukch'pacha mayisiñataki ukhamata sapaki muniriwa jilsuspa. <font color=blue>// Ukch'pacha jani apaqasa maypacha iwija kanka ch'uri. Sayañpacha sullka phuchharu churi. </font>
ukhama	<font color=ForestGreen>lm.</font> <font color=ForestGreen>/</font> Ukhamaxa thuru amuyumpi chiqt'añatakiwa ukhama saña. <font color=blue>// Jiwasa jawarina tiwulaxa apt'apuniwa, urumpi arumampixa utjapuniwa.</font>
ukhamäpana/khama	<font color=ForestGreen>am.</font> <font color=ForestGreen>/</font> Ukhamäpanaya janiwa mayjt'ayañjamäkiti, taqi chuymawa iyawa satäxi. <font color=blue>// Kamachkarakiñäni ukhama luratächiniya, ukhamakipuniniya, tantachawinxa suma amtanakaruwa purtana ukhamäpanaya.</font>
ukïri	<font color=ForestGreen>am.</font> <font color=ForestGreen>/</font> Akïrixa uñjasa chhijllata majiña. Waljpachata uñjasaxa yatitapiniwa askïki uka chhijllata, sañäni sumpacha, jach'pacha aski saminchata, jiwa uynaqt'aniki, aski lurt'ata, aski k'achanchata, taqi ukanakawa chhijllt'ata ukatawa ukïri munatasarjama alanita. <font color=blue>// Kawchapiri akïri ukawa walïxi.</font>
ukja	<font color=ForestGreen>am.</font> <font color=ForestGreen>/</font> Ukjaxa chiqt'añataki ukawja sasina, ukachiqa. Ukja qawqhaya churstana ukawa. Qawqxti mayni muni alaña, apaña ukhamarjamawa mayi. Maya q'ipirixa qawqha q'iptirjamachi ukja q'ipti. Alasirixa qawqha qullqinichi ukja alasiwayi, ukawa aski jilanchjata qullqipa pist'aspa, ch'amapa janiwa atxaspati. <font color=blue>// Ukjankaskanwa thaqtakimaya, ukjraksa chursmaxa amüskamaya.</font>
