anaña, anakiña	<font color=red>CHP:</font> acjjz\n<font color=#2E8B57>ESP:</font> arrear\n<font color=#FF8C00>ENG:</font> to herd
sayaña	<font color=red>CHP:</font> zejkz\n<font color=#2E8B57>ESP:</font> calmar (el tiempo)\n<font color=#FF8C00>ENG:</font> to calm down (weather)
phirami	<font color=red>CHP:</font> zek'allapi\n<font color=#2E8B57>ESP:</font> membrana\n<font color=#FF8C00>ENG:</font> membrane
jach'a sapi	<font color=red>CHP:</font> zep'a\n<font color=#2E8B57>ESP:</font> raíz\n<font color=#FF8C00>ENG:</font> root
jiwata	<font color=red>CHP:</font> zerwi\n<font color=#2E8B57>ESP:</font> cadáver\n<font color=#FF8C00>ENG:</font> corpse, cadaver
t'uka jiwa muchata	<font color=red>CHP:</font> zerwiz\n<font color=#2E8B57>ESP:</font> morir y consumirse, cadaverizar\n<font color=#FF8C00>ENG:</font> to die and waste away
qhawstaña	<font color=red>CHP:</font> zerwiz\n<font color=#2E8B57>ESP:</font> mudar las plumas/la piel\n<font color=#FF8C00>ENG:</font> to molt
masuru	<font color=red>CHP:</font> zezcu\n<font color=#2E8B57>ESP:</font> ayer\n<font color=#FF8C00>ENG:</font> yesterday
arama	<font color=red>CHP:</font> zezi\n<font color=#2E8B57>ESP:</font> en la tarde\n<font color=#FF8C00>ENG:</font> in the afternoon
jayp'uxa	<font color=red>CHP:</font> zezilla\n<font color=#2E8B57>ESP:</font> en la tardecita\n<font color=#FF8C00>ENG:</font> in the late afternoon
jayp'u	<font color=red>CHP:</font> zeztan\n<font color=#2E8B57>ESP:</font> atardecer\n<font color=#FF8C00>ENG:</font> late afternoon, dusk
laphiwañata	<font color=red>CHP:</font> zic chjañi\n<font color=#2E8B57>ESP:</font> hoja verde secada\n<font color=#FF8C00>ENG:</font> a dry green leaf (like coca)
q'añusi, tuqisiña	<font color=red>CHP:</font> zicatatz = zicatz\n<font color=#2E8B57>ESP:</font> buscar pareja (personas), entrar en celo (animales)\n<font color=#FF8C00>ENG:</font> to look for a partner (people), to be in heat (animals)
wañachiña	<font color=red>CHP:</font> zicz\n<font color=#2E8B57>ESP:</font> secar hojas verdes\n<font color=#FF8C00>ENG:</font> to dry green leaves
lap'a ichuqasiña	<font color=red>CHP:</font> zicz\n<font color=#2E8B57>ESP:</font> sacar piojos/liendres\n<font color=#FF8C00>ENG:</font> to pick out lice/lice eggs
anqhuñuqu	<font color=red>CHP:</font> zicha\n<font color=#2E8B57>ESP:</font> ankañoka, raíz parásita de tola que se puede comer\n<font color=#FF8C00>ENG:</font> parasitic root of tola which is edible
mirq'iña	<font color=red>CHP:</font> zijz\n<font color=#2E8B57>ESP:</font> utilizar, gastar\n<font color=#FF8C00>ENG:</font> to utilize, to use
silla	<font color=red>CHP:</font> zilla\n<font color=#2E8B57>ESP:</font> silla\n<font color=#FF8C00>ENG:</font> chair
jach'a aruni	<font color=red>CHP:</font> zilla jjora\n<font color=#2E8B57>ESP:</font> voz muy fuerte\n<font color=#FF8C00>ENG:</font> booming voice, loud voice
manq'a	<font color=red>CHP:</font> zima\n<font color=#2E8B57>ESP:</font> almuerzo\n<font color=#FF8C00>ENG:</font> lunch
simana	<font color=red>CHP:</font> zimana\n<font color=#2E8B57>ESP:</font> semana\n<font color=#FF8C00>ENG:</font> week
uraqit aptaña	<font color=red>CHP:</font> zimintiz\n<font color=#2E8B57>ESP:</font> poner los cimientos\n<font color=#FF8C00>ENG:</font> to lay a foundation
sara, kustumpri	<font color=red>CHP:</font> zimpa\n<font color=#2E8B57>ESP:</font> tradición/costumbre antigua\n<font color=#FF8C00>ENG:</font> ancient tradition/custom
tirakipini kustumpri phuqhaña	<font color=red>CHP:</font> zimpaz\n<font color=#2E8B57>ESP:</font> tratar de mantener la tradición\n<font color=#FF8C00>ENG:</font> to try to maintain a tradition
kustumpri luriri	<font color=red>CHP:</font> zimpazñi\n<font color=#2E8B57>ESP:</font> persona que trata de mantener la tradición\n<font color=#FF8C00>ENG:</font> person who tries to maintain a tradition
manq'aña	<font color=red>CHP:</font> zims\n<font color=#2E8B57>ESP:</font> almorzar\n<font color=#FF8C00>ENG:</font> to have lunch
siñalaña	<font color=red>CHP:</font> zinaliz\n<font color=#2E8B57>ESP:</font> señalar, marcar\n<font color=#FF8C00>ENG:</font> to brand, to mark
sinktapiña	<font color=red>CHP:</font> zinc'uz\n<font color=#2E8B57>ESP:</font> enrollar, envolver soga\n<font color=#FF8C00>ENG:</font> to wind up string/rope
ñiq'iki	<font color=red>CHP:</font> zinica\n<font color=#2E8B57>ESP:</font> fangoso\n<font color=#FF8C00>ENG:</font> muddy, miry
jawira chhullunkatata	<font color=red>CHP:</font> zinica\n<font color=#2E8B57>ESP:</font> río helado\n<font color=#FF8C00>ENG:</font> frozen river
ñiq'i ñiq'i	<font color=red>CHP:</font> zinicchi\n<font color=#2E8B57>ESP:</font> enfangado\n<font color=#FF8C00>ENG:</font> to be covered with mud
sinktapiña	<font color=red>CHP:</font> zinq'uiz\n<font color=#2E8B57>ESP:</font> envolver soga\n<font color=#FF8C00>ENG:</font> to wind up rope
sinta	<font color=red>CHP:</font> zinta\n<font color=#2E8B57>ESP:</font> cinta\n<font color=#FF8C00>ENG:</font> ribbon, band
maya	<font color=red>CHP:</font> zintalla\n<font color=#2E8B57>ESP:</font> uno\n<font color=#FF8C00>ENG:</font> one
sinti	<font color=red>CHP:</font> zinti\n<font color=#2E8B57>ESP:</font> duro\n<font color=#FF8C00>ENG:</font> hard
k'anwa	<font color=red>CHP:</font> ziñi\n<font color=#2E8B57>ESP:</font> huevo\n<font color=#FF8C00>ENG:</font> egg
siwulla	<font color=red>CHP:</font> zipulla\n<font color=#2E8B57>ESP:</font> cebolla\n<font color=#FF8C00>ENG:</font> onion
chhunkha	<font color=red>CHP:</font> zipz\n<font color=#2E8B57>ESP:</font> bigote\n<font color=#FF8C00>ENG:</font> mustache
ch'alla	<font color=red>CHP:</font> zirca\n<font color=#2E8B57>ESP:</font> duna de arena\n<font color=#FF8C00>ENG:</font> sand dune
chhur intiru	<font color=red>CHP:</font> zita\n<font color=#2E8B57>ESP:</font> todo el día\n<font color=#FF8C00>ENG:</font> the entire day
siwara	<font color=red>CHP:</font> ziwatu\n<font color=#2E8B57>ESP:</font> cebada\n<font color=#FF8C00>ENG:</font> barley
awtipacha	<font color=red>CHP:</font> ziwi\n<font color=#2E8B57>ESP:</font> época fría\n<font color=#FF8C00>ENG:</font> cold season
ch'iwi	<font color=red>CHP:</font> ziwz\n<font color=#2E8B57>ESP:</font> sombra\n<font color=#FF8C00>ENG:</font> shade
ch'iwxataña	<font color=red>CHP:</font> ziwz\n<font color=#2E8B57>ESP:</font> poner rompevientas para atajar arena\n<font color=#FF8C00>ENG:</font> to place a windbreak to halt sand
yatiña, yatiqaña	<font color=red>CHP:</font> ziz\n<font color=#2E8B57>ESP:</font> saber, aprender\n<font color=#FF8C00>ENG:</font> to know, to learn
yatintasiña	<font color=red>CHP:</font> ziz\n<font color=#2E8B57>ESP:</font> acostumbrarse\n<font color=#FF8C00>ENG:</font> to get/be accustomed to
apaniña	<font color=red>CHP:</font> zjijcz\n<font color=#2E8B57>ESP:</font> traer\n<font color=#FF8C00>ENG:</font> to bring
tila, sawu lawa	<font color=red>CHP:</font> zkaaz = zkwaaz = skaaz\n<font color=#2E8B57>ESP:</font> palo para apretar el tejido\n<font color=#FF8C00>ENG:</font> stick to help tighten the weave
llintsuña	<font color=red>CHP:</font> zkajtz\n<font color=#2E8B57>ESP:</font> remangar\n<font color=#FF8C00>ENG:</font> to roll up (sleeves, pantlegs)
yapu	<font color=red>CHP:</font> zkala\n<font color=#2E8B57>ESP:</font> chacra\n<font color=#FF8C00>ENG:</font> field
laqhu, yuyu	<font color=red>CHP:</font> zkalapuna\n<font color=#2E8B57>ESP:</font> tipo de alga\n<font color=#FF8C00>ENG:</font> type of alga
muxch'iña, lakant manq'ayaña	<font color=red>CHP:</font> zkalinz\n<font color=#2E8B57>ESP:</font> masticar alimentos para bebes/crías\n<font color=#FF8C00>ENG:</font> to chew food for baby/offspring
isi aptaña, llintsuña	<font color=red>CHP:</font> zkals = zkwalz\n<font color=#2E8B57>ESP:</font> levantar ropa (para pasar un río)\n<font color=#FF8C00>ENG:</font> to lift clothes (to cross a river)
kupi	<font color=red>CHP:</font> zkara\n<font color=#2E8B57>ESP:</font> izquierdo\n<font color=#FF8C00>ENG:</font> left
chiqaru	<font color=red>CHP:</font> zkaranta\n<font color=#2E8B57>ESP:</font> a la izquierda\n<font color=#FF8C00>ENG:</font> left, to the left
kupi ati	<font color=red>CHP:</font> zkarapalta\n<font color=#2E8B57>ESP:</font> marca de dos cortes en oreja izquierda\n<font color=#FF8C00>ENG:</font> two pieces cut out of animal's left ear to mark ownership
uqhururu	<font color=red>CHP:</font> zkari = zkwari\n<font color=#2E8B57>ESP:</font> planta acuática comestible\n<font color=#FF8C00>ENG:</font> an edible water plant
wiskha	<font color=red>CHP:</font> zkat kojch\n<font color=#2E8B57>ESP:</font> soga de cinco hilos\n<font color=#FF8C00>ENG:</font> rope of five threads
jamak'u	<font color=red>CHP:</font> zkata\n<font color=#2E8B57>ESP:</font> garrapata\n<font color=#FF8C00>ENG:</font> tick, mite
wiskha	<font color=red>CHP:</font> zkata\n<font color=#2E8B57>ESP:</font> soga de cinco hilos\n<font color=#FF8C00>ENG:</font> rope of five threads
sukt'aña	<font color=red>CHP:</font> zkatz\n<font color=#2E8B57>ESP:</font> doblar, aplastar\n<font color=#FF8C00>ENG:</font> to double, to bend, to crush
qayti	<font color=red>CHP:</font> zkayta\n<font color=#2E8B57>ESP:</font> Caiti (ave)\n<font color=#FF8C00>ENG:</font> Andean Avocet (bird)
puchu	<font color=red>CHP:</font> zkaza\n<font color=#2E8B57>ESP:</font> sobras (comida)\n<font color=#FF8C00>ENG:</font> leftovers (food)
manq'arata	<font color=red>CHP:</font> zkazarara\n<font color=#2E8B57>ESP:</font> sobras con saliva\n<font color=#FF8C00>ENG:</font> leftovers with saliva on them
ancha mulla apjaña	<font color=red>CHP:</font> zke ecz\n<font color=#2E8B57>ESP:</font> asustarse\n<font color=#FF8C00>ENG:</font> to be scared
q'ultayasiña	<font color=red>CHP:</font> zkejkz = zkjekz\n<font color=#2E8B57>ESP:</font> atragantarse, atorarse\n<font color=#FF8C00>ENG:</font> to choke
llinq'suña, llintsuña	<font color=red>CHP:</font> zkejpz\n<font color=#2E8B57>ESP:</font> poner al revés\n<font color=#FF8C00>ENG:</font> to turn inside out
ñach'ant'aña	<font color=red>CHP:</font> zkekz\n<font color=#2E8B57>ESP:</font> ahorcar, morir por atragantamiento\n<font color=#FF8C00>ENG:</font> to hang, to choke to death
qarachi	<font color=red>CHP:</font> zkira\n<font color=#2E8B57>ESP:</font> sarna (personas)\n<font color=#FF8C00>ENG:</font> scabies
lip'ichi	<font color=red>CHP:</font> zkizi\n<font color=#2E8B57>ESP:</font> cuero\n<font color=#FF8C00>ENG:</font> hide, leather
p'akisiña	<font color=red>CHP:</font> zkjawjkz\n<font color=#2E8B57>ESP:</font> romperse, rajarse\n<font color=#FF8C00>ENG:</font> to crack (by fingernails or toes); to have a hangnail
lixwi	<font color=red>CHP:</font> zkjejpla = zpjejjkla\n<font color=#2E8B57>ESP:</font> cerebro\n<font color=#FF8C00>ENG:</font> brain
phuqha chuwa	<font color=red>CHP:</font> zkjejra = zkjejza\n<font color=#2E8B57>ESP:</font> plato llano\n<font color=#FF8C00>ENG:</font> plate
llust'aña	<font color=red>CHP:</font> zkjejz\n<font color=#2E8B57>ESP:</font> resbalar\n<font color=#FF8C00>ENG:</font> to slip
phuqha chuwa	<font color=red>CHP:</font> zkjejza = zkjejra\n<font color=#2E8B57>ESP:</font> plato llano\n<font color=#FF8C00>ENG:</font> plate
llust'ayaña	<font color=red>CHP:</font> zkjejzkatz\n<font color=#2E8B57>ESP:</font> hacer resbalar, hacer desviar con engaño\n<font color=#FF8C00>ENG:</font> to cause to slip, to mislead
q'ultayasiña	<font color=red>CHP:</font> zkjekz = zkejkz\n<font color=#2E8B57>ESP:</font> atragantarse, atorarse\n<font color=#FF8C00>ENG:</font> to choke
qullpa	<font color=red>CHP:</font> zkoa\n<font color=#2E8B57>ESP:</font> salitre\n<font color=#FF8C00>ENG:</font> mineral salts
aqhullu	<font color=red>CHP:</font> zkoka\n<font color=#2E8B57>ESP:</font> renacuajo\n<font color=#FF8C00>ENG:</font> tadpole
q'apiña	<font color=red>CHP:</font> zkomz\n<font color=#2E8B57>ESP:</font> apretar\n<font color=#FF8C00>ENG:</font> to squeeze
p'altjaña, ñitthapiña	<font color=red>CHP:</font> zkomz\n<font color=#2E8B57>ESP:</font> aplastar\n<font color=#FF8C00>ENG:</font> to crush
ñiqhthaphiña	<font color=red>CHP:</font> zkomz\n<font color=#2E8B57>ESP:</font> estrangular\n<font color=#FF8C00>ENG:</font> to strangle
liwi	<font color=red>CHP:</font> zkoñi\n<font color=#2E8B57>ESP:</font> boleadoras\n<font color=#FF8C00>ENG:</font> bolas
asiru	<font color=red>CHP:</font> zkora\n<font color=#2E8B57>ESP:</font> serpiente\n<font color=#FF8C00>ENG:</font> snake
chacha	<font color=red>CHP:</font> zkutu\n<font color=#2E8B57>ESP:</font> ávaro\n<font color=#FF8C00>ENG:</font> greedy
ch'iqanchu	<font color=red>CHP:</font> zkuwaranta\n<font color=#2E8B57>ESP:</font> zurdo\n<font color=#FF8C00>ENG:</font> left-handed
wiskha kupir lurata	<font color=red>CHP:</font> zkuwaranta\n<font color=#2E8B57>ESP:</font> soga torcida hacia la izquierda\n<font color=#FF8C00>ENG:</font> rope twisted to the left
kupiru	<font color=red>CHP:</font> zkuwaranta\n<font color=#2E8B57>ESP:</font> por la izquierda, a la izquierda\n<font color=#FF8C00>ENG:</font> on the left, to the left
tila, sawu lawa	<font color=red>CHP:</font> zkwaaz = zkaaz = skaaz\n<font color=#2E8B57>ESP:</font> palo para apretar el tejido\n<font color=#FF8C00>ENG:</font> stick to help tighten the weave
isi aptaña, llintsuña	<font color=red>CHP:</font> zkwalz = zkals\n<font color=#2E8B57>ESP:</font> levantar ropa (para pasar un río)\n<font color=#FF8C00>ENG:</font> to lift clothes (to cross a river)
impustira	<font color=red>CHP:</font> zkwaranta chiichiiñi\n<font color=#2E8B57>ESP:</font> chismoso\n<font color=#FF8C00>ENG:</font> gossipy
uqhururu	<font color=red>CHP:</font> zkwari = zkari\n<font color=#2E8B57>ESP:</font> planta acuática comestible\n<font color=#FF8C00>ENG:</font> edible water plant
uywaña	<font color=red>CHP:</font> zkwarinz\n<font color=#2E8B57>ESP:</font> criar\n<font color=#FF8C00>ENG:</font> to raise
ancha	<font color=red>CHP:</font> zmali\n<font color=#2E8B57>ESP:</font> fuerte\n<font color=#FF8C00>ENG:</font> strong, hard
ancha	<font color=red>CHP:</font> zmalitama\n<font color=#2E8B57>ESP:</font> grupo grande\n<font color=#FF8C00>ENG:</font> large group
muqu	<font color=red>CHP:</font> zmatji\n<font color=#2E8B57>ESP:</font> rótula\n<font color=#FF8C00>ENG:</font> kneecap
munaña	<font color=red>CHP:</font> zmaz\n<font color=#2E8B57>ESP:</font> codiciar\n<font color=#FF8C00>ENG:</font> to covet
phatutaka	<font color=red>CHP:</font> zmeclu\n<font color=#2E8B57>ESP:</font> labio grueso\n<font color=#FF8C00>ENG:</font> big lip
khakha	<font color=red>CHP:</font> zmijrñi\n<font color=#2E8B57>ESP:</font> persona que habla poco de otra lengua\n<font color=#FF8C00>ENG:</font> person who can speak a little of another language
khakhaña	<font color=red>CHP:</font> zmijrz\n<font color=#2E8B57>ESP:</font> hablar poco de otra lengua\n<font color=#FF8C00>ENG:</font> to speak only a little of another language
sarayiri, wayra tata	<font color=red>CHP:</font> zoko\n<font color=#2E8B57>ESP:</font> viento como deidad\n<font color=#FF8C00>ENG:</font> wind deity
chiqpa	<font color=red>CHP:</font> zok'o\n<font color=#2E8B57>ESP:</font> recto\n<font color=#FF8C00>ENG:</font> straight
mansu	<font color=red>CHP:</font> zona\n<font color=#2E8B57>ESP:</font> manso (personas + animales)\n<font color=#FF8C00>ENG:</font> gentle (persons), tame (animals)
mansuña, mansuptaña	<font color=red>CHP:</font> zonanskat\n<font color=#2E8B57>ESP:</font> amansar\n<font color=#FF8C00>ENG:</font> to tame
chhuqha	<font color=red>CHP:</font> zowa\n<font color=#2E8B57>ESP:</font> ave acuática que no vuela ni anda\n<font color=#FF8C00>ENG:</font> a waterbird that doesn't fly or walk
lixwi	<font color=red>CHP:</font> zpjejjkla = zkjejpla\n<font color=#2E8B57>ESP:</font> cerebro\n<font color=#FF8C00>ENG:</font> brain
k'aralla	<font color=red>CHP:</font> zpjijli\n<font color=#2E8B57>ESP:</font> agua salada\n<font color=#FF8C00>ENG:</font> salt water
qullqi	<font color=red>CHP:</font> zpjijtñi\n<font color=#2E8B57>ESP:</font> plata, dinero\n<font color=#FF8C00>ENG:</font> money
qullqi	<font color=red>CHP:</font> zpjijtñi\n<font color=#2E8B57>ESP:</font> moneda antigua\n<font color=#FF8C00>ENG:</font> ancient coin
qullqi	<font color=red>CHP:</font> zpjijtñi\n<font color=#2E8B57>ESP:</font> brillo de un tapado\n<font color=#FF8C00>ENG:</font> shine of a burried treasure
arichaña	<font color=red>CHP:</font> zquejpz\n<font color=#2E8B57>ESP:</font> sacar punta, afilar, cincelar\n<font color=#FF8C00>ENG:</font> to sharpen, to chisel
mayjst'aña, taqi tuqut wayri	<font color=red>CHP:</font> zquejrz = zcwejrz\n<font color=#2E8B57>ESP:</font> cambiar de dirección, soplar de todas las direcciones (viento)\n<font color=#FF8C00>ENG:</font> to change directions, to blow from all directions (wind)
tuqu jamp'atu	<font color=red>CHP:</font> zquicha\n<font color=#2E8B57>ESP:</font> rana\n<font color=#FF8C00>ENG:</font> frog
tukuña	<font color=red>CHP:</font> zquijrz\n<font color=#2E8B57>ESP:</font> desgastar la madera\n<font color=#FF8C00>ENG:</font> to damage wood (when working on it)
isi	<font color=red>CHP:</font> zquiti\n<font color=#2E8B57>ESP:</font> ropa\n<font color=#FF8C00>ENG:</font> clothes
suk'a	<font color=red>CHP:</font> zuc'a\n<font color=#2E8B57>ESP:</font> surco, fila (de maíz etc.)\n<font color=#FF8C00>ENG:</font> trench, row (of corn kernels, etc.)
wil wararpaña	<font color=red>CHP:</font> zucarpayz\n<font color=#2E8B57>ESP:</font> regar sangre de sacrificio\n<font color=#FF8C00>ENG:</font> to sprinkle the blood of a sacrifice
jan jiptiri, jan unuqtiri	<font color=red>CHP:</font> zuchu\n<font color=#2E8B57>ESP:</font> parapléjico\n<font color=#FF8C00>ENG:</font> paraplegic
t'aqisiña	<font color=red>CHP:</font> zujriz\n<font color=#2E8B57>ESP:</font> sufrir\n<font color=#FF8C00>ENG:</font> to suffer
sultiru	<font color=red>CHP:</font> zultira\n<font color=#2E8B57>ESP:</font> soltera\n<font color=#FF8C00>ENG:</font> unmarried woman
sultiru	<font color=red>CHP:</font> zultiru\n<font color=#2E8B57>ESP:</font> soltero\n<font color=#FF8C00>ENG:</font> bachelor
jan khitini	<font color=red>CHP:</font> zultu\n<font color=#2E8B57>ESP:</font> libre, sin responsabilidades\n<font color=#FF8C00>ENG:</font> free, without responsibilities
sulluyaña	<font color=red>CHP:</font> zullñi\n<font color=#2E8B57>ESP:</font> una que aborta\n<font color=#FF8C00>ENG:</font> one who has an abortion
sulluña	<font color=red>CHP:</font> zullz\n<font color=#2E8B57>ESP:</font> abortar\n<font color=#FF8C00>ENG:</font> to have an abortion
suma	<font color=red>CHP:</font> zuma\n<font color=#2E8B57>ESP:</font> de calidad, bueno, amable\n<font color=#FF8C00>ENG:</font> of good quality, good, kind
sumallat	<font color=red>CHP:</font> zumallat\n<font color=#2E8B57>ESP:</font> muy despacio\n<font color=#FF8C00>ENG:</font> very slow
sumat	<font color=red>CHP:</font> zumat\n<font color=#2E8B57>ESP:</font> despacio\n<font color=#FF8C00>ENG:</font> slow
